text,triples
Here is an example of how to convert an array of int to a String using Arrays.toString():,"(""Arrays"", ""The method toString is a member of the class Arrays, used to convert an array of int to a String."", ""toString"")"
You can sort the elements of an array using the Arrays.sort() method.,"(""Arrays"", ""The sort method is a function provided by the Arrays class to sort elements."", ""sort"")"
After the for loop the array is converted to a String using Arrays.toString() and printed out to the console (command line).,NULL
The Arrays.sort() example shown earlier only works for Java arrays of primitive data types.,"(""Arrays"", ""The method 'sort' is a function of the class 'Arrays'."", ""sort""); (""sort"", ""The method 'sort' is used in the context of Java programming."", ""Java"")"
Here is first the class for the objects we want to sort:,"(""Class"", ""class"")"
The class Employee is a simple model of an employee (I have created the Employee class).,"(""Employee"", ""The text mentions the creation of the Employee class, indicating a relationship between the concept of an employee and the Employee class."", ""Employee"")"
Here is first an example of sorting an array of Employee objects by their name using the Arrays.sort() method:,"(""Arrays.sort()"", ""The Arrays.sort() method is used to sort an array of Employee objects."", ""Employee"")"
The array is of type Employee - the class I showed you earlier.,"(""Employee"", ""Employee is described as a class in the text."", ""class"")"
"As parameter to the Arrays.sort() method we pass the employee array, and a Comparator implementation which can determine the order of Employee objects.","(""Arrays.sort()"", ""The Comparator class is used as a parameter in the Arrays.sort() method to determine the order of sorting."", ""Comparator""); (""Arrays.sort()"", ""The Employee class is the type of objects being sorted by the Arrays.sort() method."", ""Employee"")"
Anonymous implementations of interfaces are covered in my text about nested classes in Java.,"(""Anonymous Implementations"", ""Anonymous implementations are a type of class that implements interfaces."", ""Interfaces""); (""Nested Classes"", ""Nested classes are a feature in the Java programming language."", ""Java"")"
What is important to catch in this example is the implementation of the compare() method of the anonymous inner implementation of the Comparator interface.,"(""COMPARE"", ""The COMPARE method is an implementation detail of the COMPARATOR class."", ""COMPARATOR"")"
In the example above we simply call the String.compare() method which does the comparison for us (compares the employee names).,"(""String"", ""The compare method is a function of the String class."", ""compare"")"
"Here is the example from before, with a modified implementation of the compare() method of the anonymous implementation of the Comparator interface:","(""COMPARE"", ""The COMPARE method is part of the COMPARATOR class as it is an implementation of the interface."", ""COMPARATOR"")"
Notice how the compare() method returns the difference between the employee ids by subtracting one from the other.,"(""COMPARE"", ""The compare() method operates on employee ids by calculating the difference between them."", ""EMPLOYEE IDS"")"
"To compare the Employee objects in the array first by their name, and if that is the same, then by their employee id, the compare() implementation would look like this:","(""Employee"", ""The compare method is used to compare Employee objects."", ""compare"")"
These Arrays.fill() methods can fill an array with a given value.,"(""Arrays"", ""The method 'fill' is a part of the 'Arrays' class, as indicated by the notation 'Arrays.fill()'."", ""fill"")"
Here is an example of using Arrays.fill() to fill an int array:,"(""Arrays"", ""The method 'fill' is used in conjunction with the class 'Arrays' to perform an operation on an array."", ""fill"")"
"There is a version of the Arrays.fill() method which takes a from and to index, so only elements with indexes in this interval are filled with the given value.","(""Arrays"", ""The fill method is a member of the Arrays class."", ""fill"")"
"You can do so yourself, or via the Arrays.sort() method covered earlier in this text.","(""Arrays"", ""The sort method is a method of the Arrays class."", ""sort"")"
The binarySearch() method will return the index in the array in which the element was found.,"(""BinarySearch"", ""The BinarySearch method operates on an array to find the index of an element."", ""Array"")"
"If all elements in the array are smaller than the sought value, then binarySearch() will return - length of the array - 1.","(""BINARYSEARCH"", ""The method binarySearch() operates on the array to perform a search operation."", ""ARRAY""); (""BINARYSEARCH"", ""The method binarySearch() returns a value related to the length of the array when the sought value is not found."", ""LENGTH"")"
Therefore binarySearch() will return -length (-6) - 1 = -6 -1 = -7.,"(""binarySearch"", ""The term 'binarySearch()' refers to a method in the context of the text."", ""method"")"
The Arrays.binarySearch() method also exists in a version where you just search part of the array.,"(""Arrays"", ""The method binarySearch is a part of the Arrays class."", ""binarySearch"")"
"This version of binarySearch() works just like the other version, except in the cases where no matching element is found.","(""binarySearch"", ""The text refers to binarySearch() as a method, indicating its functionality and behavior."", ""method"")"
"If no element is found matching within the index interval, then binarySearch() will still return the index of where the value should have been inserted.","(""binarySearch()"", ""The method binarySearch() is related to the index as it returns the index of where the value should have been inserted."", ""index"")"
"But, if all values in the interval are smaller than the sought value, binarySearch() will return -toIndex -1 , and not -array length - 1.","(""binarySearch"", ""The method binarySearch() returns -toIndex -1 if all values in the interval are smaller than the sought value."", ""toIndex""); (""binarySearch"", ""The method binarySearch() returns -array length - 1 if all values in the interval are smaller than the sought value."", ""array length"")"
The java.util.Arrays class contains a set of methods called equals() which can be used to check if two Java arrays are equal.,"(""Java.util.Arrays"", ""The Equals() method is part of the Java.util.Arrays class, used to check if two Java arrays are equal."", ""Equals()"")"
"Java classes are some of the core building blocks of Java applications, toolkits, frameworks, APIs etc.","(""Java"", ""Java is described as a class, which is a core building block of Java applications."", ""class"")"
"A small Java application may consist of a single Java class with a main() method in, as covered in the Java main method tutorial.","(""Java"", ""The main() method is typically part of a Java class."", ""main()""); (""main()"", ""The Java main method tutorial covers the main() method."", ""Java main method tutorial"")"
"As your Java application grows, keeping all the code in the same class makes it harder and harder to keep an overview of the code.","(""Java"", ""class"")"
Therefore it might be beneficial to start splitting the Java code up into multiple classes.,"(""Java"", ""The Java package is being split into multiple classes, indicating a structural relationship between the package and the classes."", ""classes"")"
"A Java class is a single, coherent unit of Java code which belongs together.","(""Java Class"", ""A Java class is a unit of Java code, indicating that the class is part of the code package."", ""Java Code"")"
A Java class may contain a mix of data (variables) and actions (methods).,"(""Java"", ""Java class contains data in the form of variables."", ""variables""); (""Java"", ""Java class contains actions in the form of methods."", ""methods"")"
Grouping variables and operations on these variables into Java classes makes it easier to structure your Java program when it gets too big to fit comfortably inside a single Java class.,"(""Java Class"", ""Java classes are used to structure a Java program by grouping variables and operations."", ""Java Program"")"
"Therefore, as the class grows, the file you are editing grows too, and becomes harder to keep an overview of in your head.","(""Class"", ""The class is related to the file as the file grows when the class grows."", ""File"")"
"Your Java application will typically have to contain at least a single Java class, but it may contain as many classes as you see fit to divide your application into.","(""Java"", ""The text refers to a Java application containing at least one Java class, indicating a relationship between the Java language and the Java class."", ""Java"")"
"Java also comes with a lot of predefined classes for you, so you don't have to code every little function you might desire yourself.","(""Java"", ""Java provides predefined classes for developers to use."", ""Class"")"
"Fields are variables (data) that are local to the class, or instances (objects) of that class.","(""Fields"", ""Fields are variables that are local to the class."", ""Class"")"
Methods are operations that the class or instances of that class can perform.,"(""METHODS"", ""Methods are operations that the class or instances of that class can perform."", ""CLASS"")"
Nested classes are Java classes that are defined inside another class.,"(""Nested Classes"", ""Nested classes are a type of Java classes that are defined inside another class."", ""Java Classes"")"
"Nested classes are typically intended to either be used only internally be the Java class that contains them, or to be used in connection with the class that contains them.","(""Nested Classes"", ""Nested classes are intended to be used internally by the Java class that contains them."", ""Java Class""); (""Nested Classes"", ""Nested classes are intended to be used in connection with the Java class that contains them."", ""Java Class"")"
Nested classes are covered in more detail in my Java nested class tutorial.,"(""Nested Classes"", ""Nested Classes are a feature within the Java programming language."", ""Java"")"
"Sometimes you have classes that only contain fields (data), and sometimes you have classes that only contain methods (operations).","(""Classes"", ""Classes can contain fields, which are data elements."", ""Fields""); (""Classes"", ""Classes can contain methods, which are operations."", ""Methods"")"
It depends on what the Java class is supposed to do.,"(""Java"", ""class"")"
All it takes to define a class in Java is this:,"(""Class"", ""class"")"
The above class definition should be put in its own file named MyClass.java.,"(""MyClass"", ""class"")"
"Java files should be named the same as the name of the class they contain, with the .java as file name extension.","(""Java"", ""Java files are named after the class they contain, indicating a relationship between the Java package and the class."", ""class"")"
Make sure you keep the same uppercase and lowercase characters from the class name in the file name too.,"(""Class"", ""class"")"
"Only put a single class definition in each Java file, unless your class contains inner classes of some kind.","(""Class"", ""Inner Classes are contained within a Class"", ""Inner Classes"")"
"As mentioned earlier, a Java class can contain data in the shape of variables.","(""Java"", ""A Java class can contain data in the shape of variables."", ""variables"")"
The next example shows a Java class which is to model a car.,"(""Java"", ""The Java class is used to model a car."", ""Car"")"
A constructor is a special method that is called when an object of the given class is created (explained later).,"(""Constructor"", ""A constructor is a special method that is called when an object of the given class is created."", ""Object"")"
The purpose of a constructor is to initialize the fields in the class.,"(""Constructor"", ""A constructor is used to initialize the fields in a class."", ""Fields"")"
Here is an example of a Java class with two constructors:,"(""Java"", ""class"")"
"The constructors are the two methods that have the same name as the class, and which have no return type specified.","(""CONSTRUCTORS"", ""CONSTRUCTORS are methods that have the same name as the CLASS."", ""CLASS"")"
"A Java method contains Java instructions that typically perform some operations on a field in the class, or on one of the parameters (also variables) values passed to the method when the method was called.","(""Java Method"", ""A Java method performs operations on a field in the class."", ""Field""); (""Java Method"", ""A Java method is called and receives parameters."", ""Java Method"")"
"Here is the Java class, Car example from the previous section with a method added:","(""Car"", ""The method is part of the Car class, indicating a relationship where the method is a function or operation within the Car class."", ""method"")"
In the class definition above I have added a setColor() method.,"(""Class"", ""The method setColor() is defined within the class."", ""SetColor"")"
"As mentioned earlier, you can define a nested class inside another Java class.","(""Nested Class"", ""A nested class is defined inside another Java class, indicating a hierarchical relationship."", ""Java Class"")"
Here is an example of defining a nested class inside a Java class:,"(""Java"", ""Java is a programming language that supports the concept of classes."", ""class"")"
"In the example above, the outer class is called MyClass and the nested class is called MyNestedClass .","(""MyClass"", ""MyNestedClass is a nested class within MyClass"", ""MyNestedClass"")"
"Neither of the classes in this example has any fields or methods, but both the outer and nested class could have as many fields and methods as you see fit.","(""Classes"", ""Classes can contain methods as part of their structure."", ""Methods"")"
You can read more about nested classes in my tutorial about nested classes in Java,"(""Nested Classes"", ""Nested Classes are a feature in the Java programming language."", ""Java"")"
A Java class is a template for how objects of that class looks.,"(""Java"", ""Java is a template for how objects of that class look."", ""objects"")"
"In other words, the Car class in the previous section is a template for how Car objects look.","(""Car"", ""The Car class is a template for Car objects, indicating a relationship between the class and the objects it defines."", ""Car"")"
"To create objects of a certain class, you use the new keyword.","(""Class"", ""The 'new keyword' is used to create objects of the 'Class'."", ""new keyword"")"
"This example creates 3 Car variables, and assign a new instance of the Car class to each variable.","(""Car"", ""The text mentions creating variables of the Car class, indicating a relationship between the class and its instances."", ""Car"")"
"Thus, the fields of different objects (even of the same class) can vary independently of each other.","(""Class"", ""The fields are attributes or properties that belong to a class, and they can vary independently in different objects of the same class."", ""Fields"")"
"After creating the 3 Car objects, the setColor() method is called on each object.","(""Car"", ""The setColor() method is called on each Car object, indicating that it is a method belonging to or acting upon the Car class."", ""setColor"")"
"Creating an object of a certain class is also called ""instantiating"" an object.","(""Object"", ""An object is an instance of a class, which is why creating an object is referred to as instantiating a class."", ""Class"")"
"The object is thus also called an ""instance"" of the given class.","(""Object"", ""The object is referred to as an instance of the given class, indicating a relationship between the object and the class."", ""Class"")"
"For instance, each of the Car objects above are also called an instance of the Car class, or simply ""Car instances"".","(""Car"", ""Car objects are instances of the Car class"", ""Car objects""); (""Car"", ""Car instances are another term for instances of the Car class"", ""Car instances"")"
What you have seen in this text only covers the very basics of Java classes.,"(""Java"", ""Java is a programming language that uses classes as a fundamental component."", ""classes"")"
"You need to learn about fields, constructors, methods nested classes, abstract classes, inheritance, access modifiers and interfaces too.","(""CONSTRUCTORS"", ""Constructors are a type of method used to initialize objects."", ""METHODS""); (""NESTED CLASSES"", ""Nested classes can be abstract, meaning they cannot be instantiated directly."", ""ABSTRACT CLASSES""); (""INHERITANCE"", ""Inheritance is a key concept in using abstract classes, allowing subclasses to implement abstract methods."", ""ABSTRACT CLASSES""); (""ACCESS MODIFIERS"", ""Access modifiers control the visibility of methods."", ""METHODS""); (""INTERFACES"", ""Interfaces define methods that must be implemented by a class."", ""METHODS"")"
"Here is a simple example that creates an object, which results in the class constructor being called:","(""CLASS"", ""The constructor is a method that is called when an object of the class is created."", ""CONSTRUCTOR"")"
The example shows a very simple Java class with a single constructor.,"(""Java"", ""The constructor is a method within the Java class."", ""constructor"")"
The second part of a Java constructor declaration is the name of the class the constructor belongs to.,"(""constructor"", ""A constructor is a special method that is used to initialize objects of a class."", ""class"")"
Using the class name for the constructor signals to the Java compiler that this is a constructor.,"(""Class Name"", ""The class name is used to signal the constructor in Java."", ""Constructor""); (""Constructor"", ""The constructor is recognized by the Java compiler."", ""Java Compiler"")"
The constructor parameters are declared inside the parentheses () after the class name part of the constructor .,"(""Constructor"", ""The constructor is associated with the class as it is defined after the class name."", ""Class"")"
"A class can have multiple constructors, as long as their signature (the parameters they take) are not the same.","(""Class"", ""A class can have multiple constructors, indicating a relationship where constructors are methods within a class."", ""Constructor"")"
"When a Java class contains multiple constructors, we say that the constructor is overloaded (comes in multiple versions).","(""Java"", ""A Java class can contain multiple constructors, indicating a relationship between the class and its constructors."", ""constructor"")"
"This is what constructor overloading means, that a Java class contains multiple constructors.","(""Java Class"", ""A Java class can contain multiple constructors, indicating a relationship between the class and its constructors."", ""Constructor"")"
The keyword this in front of the field name (this.number) is not necessary.,"(""this"", ""The keyword 'this' is used in front of the field name 'number'."", ""number"")"
"You don't have to define a constructor for a class, but if you don't define any constructor, the Java compiler will insert a default, no-argument constructor for you.","(""Constructor"", ""A constructor is a method that is used to initialize an object of a class."", ""Class""); (""Java Compiler"", ""The Java compiler inserts a default constructor if none is defined."", ""Constructor"")"
"Thus, once the class is compiled it will always at least have a no-argument constructor.","(""CLASS"", ""A class typically includes a constructor, which is a method used to initialize objects of the class."", ""CONSTRUCTOR"")"
"If you do define a constructor for your class, then the Java compiler will not insert the default no-argument constructor into your class.","(""Constructor"", ""A constructor is defined within a class."", ""Class""); (""Java Compiler"", ""The Java compiler interacts with the class to insert the default no-argument constructor."", ""Class"")"
The parameters are passed to the constructor inside the parentheses after the class name on the right side of the equal sign.,"(""Constructor"", ""The constructor is a method that is associated with the class, as it is used to initialize objects of the class."", ""Class"")"
"By default, if a parameter (or local variable) has the same name as a field in the same class, the parameter (or local variable) ""shadows"" for the field.","(""Parameter"", ""A parameter can have the same name as a field, causing it to shadow the field."", ""Field""); (""Local Variable"", ""A local variable can have the same name as a field, causing it to shadow the field."", ""Field""); (""Parameter"", ""A parameter is associated with a class when it has the same name as a field in that class."", ""Class""); (""Local Variable"", ""A local variable is associated with a class when it has the same name as a field in that class."", ""Class"")"
"Inside the constructor of the Employee class the firstName, lastName and birthYear identifiers now refer to the constructor parameters, not to the Employee fields with the same names.","(""Employee"", ""The constructor is a method within the Employee class."", ""constructor"")"
"To signal to the Java compiler that you mean the fields of the Employee class and not the parameters, put the this keyword and a dot in front of the field name.","(""Employee"", ""The Employee class is being referenced in the context of the Java compiler, indicating a relationship where the Java compiler processes or interacts with the Employee class."", ""Java compiler"")"
You call a constructor when you create a new instance of the class containing the constructor.,"(""Constructor"", ""A constructor is a method that is called to create a new instance of the class containing it."", ""Class"")"
"In case you want to pass parameters to the constructor, you include the parameters between the parentheses after the class name, like this:","(""class"", ""The constructor is a method that is associated with a class and is used to initialize objects of that class."", ""constructor"")"
The this keyword followed by parentheses and parameters means that another constructor in the same Java class is being called.,"(""this"", ""The 'this' keyword is used to call another constructor within the same Java class."", ""Java"")"
In this example it is the first constructor in the class that is being called.,"(""Class"", ""The constructor is a part of the class and is being called within it."", ""Constructor"")"
"When a class extends another class it is also said to ""inherit"" from the class it extends.","(""Class"", ""A class can extend another class, indicating an inheritance relationship."", ""Class"")"
"The class that extends is called the subclass, and the class being extended is called the superclass.","(""Subclass"", ""A subclass is related to a superclass because it extends the superclass."", ""Superclass"")"
A class that extends another class does not inherit its constructors.,"(""Class"", ""A class can extend another class, indicating a relationship between the two."", ""Class"")"
"However, the subclass must call a constructor in the superclass inside of its the subclass constructors!","(""Subclass"", ""The subclass is related to the superclass because it must call a constructor in the superclass."", ""Superclass""); (""Subclass"", ""The subclass must call a constructor, indicating a relationship between the subclass and the constructor."", ""Constructor"")"
"If a subclass calls another constructor within itself, then the called constructor must call the superclass constructor.","(""Subclass"", ""A subclass can call a constructor within itself."", ""Constructor""); (""Constructor"", ""A constructor must call the superclass constructor."", ""Superclass"")"
It calls the constructor in the superclass using this Java statement:,"(""Constructor"", ""The constructor is called in the superclass, indicating a relationship between the method and the class."", ""Superclass""); (""Java"", ""The constructor is invoked using a Java statement, showing a relationship between the package and the method."", ""Constructor"")"
Using the keyword super refers to the superclass of the class using the super keyword.,"(""Super"", ""The keyword 'super' is used to refer to the superclass of a class."", ""Superclass"")"
"When super keyword is followed by parentheses like it is here, it refers to a constructor in the superclass.","(""super"", ""The 'super' keyword is used to refer to a constructor."", ""constructor""); (""constructor"", ""The constructor is part of the superclass."", ""superclass"")"
In this case it refers to the constructor in the Vehicle class.,"(""constructor"", ""The constructor is a method that is part of the Vehicle class."", ""Vehicle"")"
The access modifier of a constructor determines what classes in your application that are allowed to call that constructor.,"(""constructor"", ""The constructor's access modifier determines which classes can call it, indicating a relationship between the constructor and the classes."", ""classes"")"
"For instance, if a constructor is declared protected then only classes in the same package, or subclasses of that class can call that constructor.","(""CONSTRUCTOR"", ""A constructor is a method that is associated with a class."", ""CLASS""); (""CLASS"", ""Classes can belong to a package."", ""PACKAGE""); (""CONSTRUCTOR"", ""A constructor can be called by classes within the same package."", ""PACKAGE"")"
"A class can have multiple constructors, and each constructor can have its own access modifier.","(""Class"", ""A class can have multiple constructors, indicating a relationship where constructors are part of a class."", ""Constructor""); (""Constructor"", ""Each constructor can have its own access modifier, showing a relationship where access modifiers are attributes of constructors."", ""Access Modifier"")"
"Thus, some constructors may be available to all classes in your application, while other constructors are only available to classes in the same package, subclasses, or even only to the class itself (private constructors).","(""CONSTRUCTORS"", ""Constructors are methods that can be available to classes in an application."", ""CLASSES""); (""CONSTRUCTORS"", ""Constructors can be available to classes within the same package."", ""PACKAGE""); (""CONSTRUCTORS"", ""Some constructors may be private, meaning they are only available to the constructor itself."", ""CONSTRUCTORS"")"
Here is an example of a Java class with a constructor that can throw an exception:,"(""constructor"", ""The constructor can throw an exception, indicating a direct relationship between the two."", ""exception"")"
Making a constructor throw an exception can be a good idea if you want to prevent an object of the given class to be created in an invalid state.,"(""Constructor"", ""A constructor can throw an exception to handle errors during object creation."", ""Exception""); (""Constructor"", ""A constructor is used to create an object."", ""Object""); (""Object"", ""An object is an instance of a class."", ""Class"")"
"A class can have fields, constructors and methods (plus more, but that is not important now).","(""Class"", ""A class can contain methods as part of its structure."", ""Method"")"
"When you create an object, that object is of a certain class.","(""Create"", ""The method 'Create' is used to instantiate or create an 'Object'."", ""Object"")"
The class is like a template (or blueprint) telling how objects of that class should look.,"(""Class"", ""The text describes how a class serves as a template for objects, indicating a self-referential relationship."", ""Class"")"
"When you create an object, you say ""give me an object of this class"".","(""Object"", ""An object is an instance of a class, indicating that objects are created based on the blueprint provided by the class."", ""Class"")"
"If you think of a factory producing lots and lots of the same items, then the class would be the blueprint / manual of how the finished product should look, and the objects would be each of the finished products.","(""Class"", ""class"")"
"If the factory produced cars, then the blueprint / design manual of the cars to produce corresponds to a Java class, and the physical cars produced corresponds to Java objects.","(""Class"", ""The Java class serves as a blueprint for creating Java objects, similar to how a design manual is used to produce physical cars."", ""Java objects"")"
Here is a simple diagram illustrating the principle of objects being of a certain class.,"(""Class"", ""class"")"
The class determines what fields and methods the objects of that class have.,"(""Class"", ""Fields are attributes or properties defined within a class."", ""Fields""); (""Class"", ""Methods are functions or procedures defined within a class."", ""Methods"")"
"The Car class does not contain any fields, constructors or methods.","(""Car"", ""The Car class is mentioned in relation to methods, indicating that methods are typically associated with classes."", ""methods""); (""Car"", ""The Car class is mentioned in relation to constructors, indicating that constructors are typically associated with classes."", ""constructors""); (""Car"", ""The Car class is mentioned in relation to fields, indicating that fields are typically associated with classes."", ""fields"")"
The example primarily serves to show you an example of how a class declaration looks in Java code.,"(""Class"", ""class"")"
A field is a variable that belongs to a class or an object.,"(""Class"", ""class"")"
"For instance, a Car class could define the field brand which all Car objects would have.","(""Car"", ""The Car class defines the field brand, indicating a relationship where brand is a property or attribute of Car."", ""brand"")"
Here is the Car class declaration from above with a field name brand added:,"(""Car"", ""The 'brand' is a field added to the 'Car' class."", ""brand"")"
Constructors are a special kind of method that is executed when an object of that class is created.,"(""Constructors"", ""Constructors are methods that are executed when an object of a class is created."", ""object"")"
Here is the Car class from before with a constructor that initializes the brand field:,"(""Car"", ""The constructor is a method within the Car class that initializes its fields."", ""constructor"")"
"Here is the Car class from before with a single, simple method named getBrand added:","(""Car"", ""The method getBrand is a part of the Car class"", ""getBrand"")"
"When a class implements an interface, the class has to implement all the methods described in the interface.","(""Class"", ""A class must implement all the methods described in an interface it implements."", ""Method"")"
"Packages provides a handy way of grouping related classes and interfaces, thus making modularization of your Java code easier.","(""Packages"", ""Packages group related classes together."", ""Classes""); (""Packages"", ""Packages group related interfaces together."", ""Interfaces"")"
"That these are primitive data types means that they are not objects, nor references to objects (classes and objects are explained in later texts in this Java tutorial).","(""Java"", ""Java is a programming language that includes classes as a fundamental concept."", ""classes""); (""Java"", ""Java is a programming language that includes objects as a fundamental concept."", ""objects"")"
You can also create your own more complex data types by creating custom classes.,"(""Classes"", ""Classes are used to create custom data types."", ""Data Types"")"
"More precisely, a Java enum type is a special kind of Java class.","(""Java"", ""A Java enum type is described as a special kind of Java class, indicating a relationship between the two."", ""enum"")"
Notice the enum keyword which is used in place of class or interface.,"(""ENUM"", ""The ENUM is used in place of a CLASS, indicating a relationship where ENUM can substitute CLASS."", ""CLASS""); (""ENUM"", ""The ENUM is used in place of an INTERFACE, indicating a relationship where ENUM can substitute INTERFACE."", ""INTERFACE"")"
Replace the ... with the code to execute if the level variable matches the given Level constant value.,"(""level"", ""The 'level' variable is being compared to the 'Level' constant, indicating a relationship between them."", ""Level"")"
You can obtain an array of all the possible values of a Java enum type by calling its static values() method.,"(""Java"", ""The values() method is a static method that can be called on a Java enum type to obtain an array of all possible values."", ""values()"")"
All enum types get a static values() method automatically by the Java compiler.,"(""Enum Types"", ""The values() method is automatically provided to all enum types by the Java compiler."", ""Values()""); (""Values()"", ""The Java compiler automatically generates the values() method for enum types."", ""Java Compiler"")"
An enum class automatically gets a toString() method in the class when compiled.,"(""Enum Class"", ""The toString() method is automatically included in the enum class when it is compiled."", ""ToString"")"
The toString() method returns a string value of the name of the given enum instance.,"(""toString"", ""The toString method is used to return a string value of the name of the given enum instance."", ""enum"")"
"Then the toString() method will get called behind the scenes, so the value that will be printed out is the textual name of the enum instance.","(""toString"", ""The toString method is called to get the textual name of the enum instance."", ""enum instance"")"
An enum class automatically gets a static valueOf() method in the class when compiled.,"(""Enum Class"", ""The ValueOf method is automatically included in the Enum Class when it is compiled."", ""ValueOf"")"
The valueOf() method can be used to obtain an instance of the enum class for a given String value.,"(""valueOf"", ""The valueOf method is used to obtain an instance of the enum class."", ""enum"")"
The level variable will point to the Level.HIGH after executing this line.,"(""Level"", ""HIGH is a method or constant within the Level class, as indicated by the dot notation Level.HIGH."", ""HIGH"")"
It is possible for a Java enum class to have abstract methods too.,"(""Java Enum Class"", ""A Java enum class can contain abstract methods, indicating a relationship where the class can define or implement these methods."", ""Abstract Methods"")"
"If an enum class has an abstract method, then each instance of the enum class must implement it.","(""Enum Class"", ""An enum class must implement an abstract method if it has one."", ""Abstract Method"")"
Notice the abstract method declaration at the bottom of the enum class.,"(""ENUM"", ""The method is declared within the enum class, indicating a relationship between the class and the method."", ""METHOD"")"
It is the method getDescription() that comes from the interface MyInterface.,"(""Getdescription"", ""The method Getdescription is part of the interface Myinterface."", ""Myinterface"")"
"Java enums extend the java.lang.Enum class implicitly, so your enum types cannot extend another class.","(""Java Enums"", ""Java Enums implicitly extend the java.lang.Enum class."", ""java.lang.Enum"")"
"The purpose of this exercise is to verify that you know how to create classes, how to create instance variables inside the classes, how to create an array of objects and how to iterate that array while referencing the objects in it.","(""Classes"", ""Instance Variables are created inside Classes."", ""Instance Variables""); (""Array"", ""The Array contains Objects, and iteration involves referencing these Objects."", ""Objects"")"
"For instance, in a class representing an employee, the Employee class might contain the following fields:","(""Employee"", ""The Employee is a specific example of a class representing an employee."", ""class"")"
The access modifier determines which object classes that can access the field.,"(""access modifier"", ""The access modifier determines which object classes can access the field."", ""object""); (""object"", ""Object classes can access the field."", ""field"")"
"In Java, static fields belongs to the class, not instances of the class.","(""Class"", ""The text mentions that static fields belong to the class, indicating a relationship between the concept of static fields and the class itself."", ""Class"")"
"Thus, all instances of any class will access the same static field variable.","(""Class"", ""All instances of any class will access the same static field variable, indicating a relationship between the class and the static field variable."", ""Static Field Variable"")"
A non-static field value can be different for every object (instance) of a class.,"(""Field"", ""A non-static field value can be different for every object, indicating a relationship between fields and objects."", ""Object""); (""Object"", ""An object is an instance of a class, showing a direct relationship between these two entities."", ""Instance""); (""Field"", ""A non-static field value can vary for each instance, linking fields to instances."", ""Instance"")"
The Java field access modifier determines whether the field can be accessed by classes other than the the class owning the field.,"(""field"", ""The access modifier determines the accessibility of the field."", ""access modifier""); (""field"", ""The field is a member of the class."", ""class""); (""access modifier"", ""The access modifier controls access to the class members."", ""class"")"
The private access modifier means that only code inside the class itself can access this Java field.,"(""Class"", ""The Java field is accessible only within the class due to the private access modifier."", ""Java"")"
"The package access modifier means that only code inside the class itself, or other classes in the same package, can access the field.","(""Access Modifier"", ""The access modifier is a feature of the class that controls access to its fields."", ""Class""); (""Access Modifier"", ""The access modifier determines access to fields for classes within the same package."", ""Package""); (""Class"", ""Classes within the same package can access each other's fields due to the package access modifier."", ""Package"")"
"The protected access modifier is like the package modifier, except subclasses of the class can also access the field, even if the subclass is not located in the same package.","(""Protected Access Modifier"", ""Both are access modifiers that control visibility."", ""Package Modifier""); (""Subclass"", ""A subclass is a type of class that inherits from another class."", ""Class""); (""Subclass"", ""A subclass can access fields in a package if it is protected."", ""Package""); (""Class"", ""A class can contain fields."", ""Field""); (""Subclass"", ""A subclass can access fields of its superclass."", ""Field"")"
The public access modifier means that the field can be accessed by all classes in your application.,"(""Public Access Modifier"", ""The public access modifier allows the field to be accessed by all classes."", ""Field""); (""Field"", ""The field can be accessed by all classes in the application."", ""Application"")"
You would probably not use all access modifiers in the same class.,"(""Class"", ""Access modifiers are typically used within a class to control the visibility of its members."", ""Access Modifiers"")"
"For simple, data carrying classes you may declare all fields public.","(""class"", ""class"")"
"Thus, no matter how many objects you create of that class, there will only exist one field located in the class, and the value of that field is the same, no matter from which object it is accessed.","(""Class"", ""The field is located in the class and its value is consistent across all objects of the class."", ""Field"")"
"Static fields are located in the class, so you don't need an instance of the class to access static fields.","(""Class"", ""Static fields are located in the class, indicating a relationship between the class and the static fields."", ""Class"")"
"Non-static Java fields, on the other hand, are located in the instances of the class.","(""Java"", ""Fields are located in instances of the Java class"", ""fields"")"
Each instance of the class can have its own values for these fields.,"(""Class"", ""class"")"
To access a non-static field you need an instance of the class (an object) on which you can access it.,"(""Class"", ""A non-static field is accessed through an instance of the class."", ""Field"")"
"That means, that even if the field belongs to objects (class instances), you cannot vary the value of the field from object to object.","(""Field"", ""The field belongs to objects, indicating a relationship between the field and the object."", ""Object"")"
"That way it only exists in the class, not in every object too.","(""Class"", ""The text implies that the class contains something that does not exist in every object, suggesting a relationship between the class and object."", ""Object"")"
"The first line creates a new Customer object (an instance of the Customer class), and stores it in a variable called customer.","(""Customer"", ""The term 'Customer' is used to describe both the object and the class, indicating that the object is an instance of the Customer class."", ""Customer"")"
A class is loaded the first time it is referenced in your program.,"(""Class"", ""A class is loaded the first time it is referenced, which implies a method call or reference in the program."", ""Method"")"
"Inside the parentheses () after the for keyword, are three statements separated by semicolon (;).",NULL
"In this example, only the first System.out.println() statement is executed inside the for loop.","(""System"", ""The 'out' method is a member of the 'System' class, used for output operations."", ""out""); (""out"", ""The 'println' method is called on the 'out' method to print text to the console."", ""println"")"
The second System.out.println() statement is not executed until after the for loop is finished.,"(""System.out.println()"", ""The System.out.println() method is executed after the for loop is finished."", ""for loop"")"
