text_id,text,retrieved_context_triplets,retrieved_examples,extracted_triplets,triplet_count,kb_size_before,kb_size_after
2584,"Since a Java String object can never be an instance of the Java Integer class, the Java compiler will catch this an give you an error.","(Java classes, extends, java.lang.Exception)
(Exceptions, are, Java classes)
(Java, auto-boxes, Integer instance)
(Java Integer class, has_method, compareTo())
(Java Integer class, implements, Comparable interface)","[Example 1]
Text: Notice that the get() method returns a Java Object, so we have to cast it to a String (because we know the value is a String).
Triplets: (get(), returns, Java Object) | (get(), requires_cast, String)

[Example 2]
Text: You can convert an Java array of primitive types to a String using the Arrays.toString() method.
Triplets: (Array, converts_to, String) | (Arrays.toString(), has_method, convert)

[Example 3]
Text: The Java instanceof operator always evaluates to false when a null variable is compared against any class or interface.
Triplets: (null variable, is_instance_of, class) | (null variable, is_instance_of, interface)","(String object, is_not_instance_of, Integer class) | (Java compiler, catches, error)",2,4464,4466
2595,"Remember, a Java class can only have 1 superclass, but it can implement multiple interfaces.","(Java inheritance mechanism, allows, Java class to inherit from a single superclass)
(Java interfaces, specify, methods)
(Java, use, interfaces)
(Java class, implements, Runnable interface)
(Java interfaces, specify, fields)","[Example 1]
Text: the superclasses contain methods with the same names and parameters, multiple inheritance was left out in Java.
Triplets: (superclasses, contain, methods with the same names and parameters) | (multiple inheritance, left_out, Java)

[Example 2]
Text: The Java inheritance mechanism only allows a Java class to inherit from a single superclass (singular inheritance).
Triplets: (Java inheritance mechanism, allows, Java class to inherit from a single superclass)

[Example 3]
Text: Some programming languages use abstract classes to achieve polymorphism, and to separate interface from implementation, but in Java you use interfaces for that.
Triplets: (abstract classes, used_for, polymorphism) | (abstract classes, separate, interface) | (Java, use, interfaces) | (interfaces, used_for, separate interface from implementation)","(Java class, has, 1 superclass) | (Java class, can_implement, multiple interfaces)",2,4481,4483
2614,Java allows this because the class MyInterfaceImpl implements the MyInterface interface.,"(Java class, implements, MyInterface)
(MyInterfaceImpl, implements, MyInterface)
(Java interfaces, specify, methods)
(Java, use, interfaces)
(Java interfaces, specify, fields)","[Example 1]
Text: This signals to the Java compiler that the MyInterfaceImpl class implements the MyInterface interface.
Triplets: (MyInterfaceImpl, implements, MyInterface)

[Example 2]
Text: Here is a class that implements the MyInterface interface shown above:
Triplets: (Java class, implements, MyInterface)

[Example 3]
Text: Before you can really use an interface, you must implement that interface in some Java class.
Triplets: (Java class, implements, interface)","(MyInterfaceImpl, implements, MyInterface)",1,4522,4522
2616,"You must always create an instance of some class that implements the interface, and reference that instance as an instance of the interface.","(class, references, interface)
(class, implements, interface)
(classes, implements, interface)
(classes, use, interface)
(instance of class, is_instance_of, interface)","[Example 1]
Text: If you also need to provide a base class or default implementation of the interface, add an abstract class (or normal class) that implements the interface.
Triplets: (ArrayList, implements, List) | (abstract class, implements, interface) | (normal class, implements, interface) | (base class, provides, default implementation) | (default implementation, provides, interface)

[Example 2]
Text: Before you can really use an interface, you must implement that interface in some Java class.
Triplets: (Java class, implements, interface)

[Example 3]
Text: A class that implements an interface must implement all the methods declared in the interface.
Triplets: (class, must_implement, methods) | (methods, declared_in, interface)","(instance, is_instance_of, interface) | (class, implements, interface) | (instance, references, interface)",3,4523,4525
2627,"But if some implementing classes are located in client code of the API (the code that uses the API), then that code breaks.","(implementing classes, located_within, API)
(abstract class, does_not_contain, full implementation)
(classes, specify, implementation)
(Java IO API, contains, central classes)
(abstract method, should_be_implemented_in, subclass)","[Example 1]
Text: That is fine if all implementing classes are located within the API.
Triplets: (implementing classes, located_within, API)

[Example 2]
Text: If the API just adds the method to the desired interface, all classes that implements the interface must implement that new method.
Triplets: (interface, has_method, method) | (classes, must_implement, method)

[Example 3]
Text: It is up to the classes implementing the interface to specify an implementation.
Triplets: (classes, specify, implementation)","(implementing classes, located_in, client code)",1,4540,4541
2630,"A class can override the implementation of a default method simply by implementing that method explicitly, as is done normally when implementing a Java interface.","(method, has_default_implementation, Java interface)
(Java interface, provide, default implementations)
(method being overridden, no_longer, overrides method in superclass)
(subclass, overrides, method)
(Java inheritance mechanism, allows, Java class to inherit from a single superclass)","[Example 1]
Text: However, it is possible to provide default implememntations of a method in a Java interface, to make the implementation of the interface easier for classes implementing the interface.
Triplets: (Java interface, provide, default implementations) | (method, has_default_implementation, Java interface)

[Example 2]
Text: It would be nice if the compiler could tell you that the method being overridden no longer overrides a method in the superclass, right?
Triplets: (method being overridden, no_longer, overrides method in superclass)

[Example 3]
Text: In some cases your superclass might actually have a default implementation for the method that subclasses are supposed to override.
Triplets: (superclass, might_have, default implementation) | (subclasses, supposed_to, override method)","(class, can_override, implementation of default method) | (class, implements, Java interface)",2,4544,4546
2647,"One way to solve this problem would be to create a common superclass for the Vehicle and Driver class, which has the storage and serialization methods.","(Car class, extends, Vehicle class)
(methods, calls, corresponding methods in Vehicle class)
(Vehicle, is_superclass_of, classes)
(constructor, in, Vehicle class)
(constructor in Car class, calls, constructor in Vehicle class)","[Example 1]
Text: The Vehicle class can contain those fields and methods that all Vehicles need (e.g.
Triplets: (Vehicle class, can_contain, fields) | (Vehicle class, can_contain, methods) | (Vehicle class, for, all Vehicles)

[Example 2]
Text: In addition to implementing the Serializable interface, a class intended for serialization should also contain a private static final long variable named serialVersionUID.
Triplets: (Class, implements, Serializable interface) | (Class, should_contain, serialVersionUID) | (serialVersionUID, is, private static final long variable)

[Example 3]
Text: The Car class would then be required to declare a constructor, and inside that constructor call the constructor in the Vehicle class.
Triplets: (Car class, required_to_declare, constructor) | (constructor in Car class, calls, constructor in Vehicle class)","(Vehicle class, has_superclass, common superclass) | (Driver class, has_superclass, common superclass) | (common superclass, has_method, storage methods) | (common superclass, has_method, serialization methods)",4,4575,4579
2651,"You don't need to know exactly what class a given object is of, as long as you know what interface it implements.","(class, references, interface)
(classes, implements, interface)
(class, implements, interface)
(classes, use, interface)
(classes, implement, interface)","[Example 1]
Text: That way, you don't need to know exactly what subclass the object is an instance of.
Triplets: (object, is_instance_of, subclass)

[Example 2]
Text: The class determines what fields and methods the objects of that class have.
Triplets: (classes, determine, fields) | (classes, determine, methods) | (objects, have, fields) | (objects, have, methods)

[Example 3]
Text: When you create an object, that object is of a certain class.
Triplets: (object, belongs_to, class)","(object, belongs_to, class) | (object, implements, interface)",2,4588,4589
2682,"In Java, all instructions (code) have to be located inside a Java class.","(Java class declaration, looks_in, Java code)
(Java method, contains, Java instructions)
(Java classes, makes it easier, structure Java program)
(Java application, may consist of, Java class)
(Java instructions, perform_operations_on, parameters)","[Example 1]
Text: It depends on what the Java class is supposed to do.
Triplets: (Java class, supposed_to_do, task)

[Example 2]
Text: What you have seen in this text only covers the very basics of Java classes.
Triplets: (Java classes, has_coverage, basics)

[Example 3]
Text: A Java method contains Java instructions that typically perform some operations on a field in the class, or on one of the parameters (also variables) values passed to the method when the method was called.
Triplets: (Java method, contains, Java instructions) | (Java instructions, perform_operations_on, field) | (Java instructions, perform_operations_on, parameters) | (parameters, also_known_as, variables) | (parameters, passed_to, method) | (method, called, perform operations)","(Java instructions, located_inside, Java class)",1,4633,4634
2706,You can still call the other main() methods from inside the main() method the Java Virtual Machine executes (you haven't seen how yet) and you can also start up multiple virtual machines which each execute a single main() method.,"(Java class, execute, main() method)
(JVM, execute, main() method)
(Java main method tutorial, covers, main() method)
(main method, executed_by, Java program)
(Java class, has_method, main())","[Example 1]
Text: If only a single Java class in your Java program contains a main() method, then the class containing the main() method is often referred to as the main class.
Triplets: (Java class, contains, main() method) | (Java program, contains, Java class) | (Java class, referred_to_as, main class)

[Example 2]
Text: A small Java application may consist of a single Java class with a main() method in, as covered in the Java main method tutorial.
Triplets: (Java application, may consist of, Java class) | (Java class, has_method, main()) | (Java main method tutorial, covers, main() method)

[Example 3]
Text: A Java program starts by executing the main method of some class.
Triplets: (main method, executed_by, Java program) | (Java program, starts_with, main method) | (main method, belongs_to, class)","(main() method, can_call, main() methods) | (Java Virtual Machine, executes, main() method) | (virtual machines, can_start, main() method) | (virtual machines, execute, main() method)",4,4678,4682
2736,"If you need an integer value, use the round(), floor() or ceil() method.","(Math.floor(), rounds_down, floating point value)
(Math.floorDiv(), rounds_down, result)
(Math.round(), rounds, float)
(methods, perform, rounding values)
(basic math functions, perform, rounding of values)","[Example 1]
Text: The Math.round() method rounds a float or double to the nearest integer using normal math round rules (either up or down).
Triplets: (Math.round(), rounds, float) | (Math.round(), rounds, double) | (Math.round(), results_in, nearest integer) | (Math.round(), uses, normal math round rules)

[Example 2]
Text: The Math.floorDiv() method divides one integer (int or long) by another, and rounds the result down to the nearest integer value.
Triplets: (Math.floorDiv(), divides, integer) | (Math.floorDiv(), rounds_down, result) | (Math.floorDiv(), results_in, nearest integer value)

[Example 3]
Text: The Math.floor() function rounds a floating point value down to the nearest integer value.
Triplets: (Math.floor(), rounds_down, floating point value) | (Math.floor(), results_in, nearest integer value)","(round(), similar in usage, floor); (round(), similar in usage, ceil); (floor(), similar in usage, ceil)",3,4744,4747
2739,The Math.log10 method works like the Math.log() method except is uses 10 as is base for calculating the logarithm instead of e (Euler's Number).,"(methods, perform, logarithmic functions)
(Math.exp(), returns, e)
(set of functions, intended_for, logarithmic calculations)
(Java Math class, provides, advanced mathematical calculations)
(Calculator, has_method, calculate())","[Example 1]
Text: The Math.exp() function returns e (Euler's number) raised to the power of the value provided as parameter.
Triplets: (Math.exp(), returns, e) | (e, raised_to_power_of, value provided as parameter)

[Example 2]
Text: The Java Math class also contains a set of functions intended for exponential and logarithmic calculations.
Triplets: (Java Math class, contains, set of functions) | (set of functions, intended_for, exponential calculations) | (set of functions, intended_for, logarithmic calculations)

[Example 3]
Text: You format a number using the format() method of the DecimalFormat instance.
Triplets: (DecimalFormat, has_method, format()) | (format(), used_to, format a number)","(Math.log10, works_like, Math.log()) | (Math.log10, uses_base, 10) | (Math.log(), uses_base, e)",3,4752,4755
2825,"Non-static nested classes (inner classes) have access to the fields of the enclosing class, even if they are declared private.","(Inner classes, are, non-static nested classes)
(nested class, can_be_declared, private)
(Static nested class, is, normal class)
(instance of the class, not_needed_to_access, static fields)
(private fields and methods, cannot_be_referenced_directly_by, subclasses)","[Example 1]
Text: Being static, a static nested class can only access instance variables of the enclosing class via a reference to an instance of the enclosing class.
Triplets: (Static nested class, access_instance_variables_via, reference to instance of enclosing class)

[Example 2]
Text: Or perhaps that the nested class is only to be used from inside its enclosing (owning) class.
Triplets: (Nested class, used_from_inside, enclosing class)

[Example 3]
Text: In some cases the fields are truly private, meaning they are only used internally in the class.
Triplets: (fields, are, private) | (fields, used_internally_in, class)","(Non-static nested classes, have_access_to, fields of enclosing class) | (fields, can_be, private)",2,4931,4933
2845,The anonymous class subclasses (extends) SuperClass and overrides the doIt() method.,"(anonymous subclass, subclass_of, SuperClass)
(subclass, extends, superclass)
(subclass, inherits, public methods of superclass)
(subclass method, no_longer, override superclass method)
(anonymous subclass, overrides, initialValue())","[Example 1]
Text: Here is an example that declares an anonymous subclass of a superclass called SuperClass:
Triplets: (anonymous subclass, subclass_of, SuperClass)

[Example 2]
Text: In some cases your superclass might actually have a default implementation for the method that subclasses are supposed to override.
Triplets: (superclass, might_have, default implementation) | (subclasses, supposed_to, override method)

[Example 3]
Text: In case someone changed the name of the overridden method in the superclass, your subclass method would no longer override it.
Triplets: (overridden method in superclass, changed_name, subclass method) | (subclass method, no_longer, override superclass method)","(anonymous class, subclasses, SuperClass) | (anonymous class, extends, SuperClass) | (anonymous class, overrides, doIt())",3,4982,4985
2847,"As you can see, an anonymous class implementing an interface is pretty similar to an anonymous class extending another class.","(Java anonymous class, can_implement, interface)
(custom interface, implemented_by, anonymous class)
(anonymous class, extends, SuperClass)
(Runnable interface, implemented_by, anonymous implementation)
(anonymous class, overrides, doIt())","[Example 1]
Text: A Java anonymous class can also implement an interface instead of extending a class.
Triplets: (Java anonymous class, can_implement, interface)

[Example 2]
Text: Anonymous implementations of interfaces are covered in my text about nested classes in Java.
Triplets: (Anonymous implementations, covered_in, text about nested classes)

[Example 3]
Text: Some programming languages use abstract classes to achieve polymorphism, and to separate interface from implementation, but in Java you use interfaces for that.
Triplets: (abstract classes, used_for, polymorphism) | (abstract classes, separate, interface) | (Java, use, interfaces) | (interfaces, used_for, separate interface from implementation)","(anonymous class, implementing, interface) | (anonymous class, similar_to, anonymous class extending another class)",2,4986,4988
2849,"You can declare a static initializer for the anonymous class instead, though.","(Anonymous classes, without, class name)
(anonymous subclass, overrides, initialValue())
(anonymous class, cannot_declare, constructor)
(anonymous class, extends, SuperClass)
(anonymous class, implementing, interface)","[Example 1]
Text: You can declare fields and methods inside an anonymous class, but you cannot declare a constructor.
Triplets: (anonymous class, can_declare, fields) | (anonymous class, can_declare, methods) | (anonymous class, cannot_declare, constructor)

[Example 2]
Text: Anonymous classes in Java are nested classes without a class name.
Triplets: (Anonymous classes, are, nested classes) | (Anonymous classes, without, class name)

[Example 3]
Text: The above example only serves to show you that a private constructor can be called from public constructors and from static methods inside the same class.
Triplets: (private constructor, called_from, public constructors) | (private constructor, called_from, static methods inside the same class)","(anonymous class, can_declare, static initializer)",1,4991,4992
2858,"However, the Cache class may choose to make the CacheEntry class visible to the outside world, so they can access more than just the cached value (for instance information about when the value was last refreshed etc.","(Users, may_not_see, CacheEntry)
(CacheEntry, can_contain, information)
(Users, obtain_information_about, cached value)
(Cache, might_declare, CacheEntry)
(Cache, has_user, Users)","[Example 1]
Text: Users of the Cache class may never see the CacheEntry class, if they have no need to obtain information about the CacheEntry itself, but only the cached value.
Triplets: (Cache, has_user, Users) | (Users, may_not_see, CacheEntry) | (Users, obtain_information_about, cached value)

[Example 2]
Text: Inside the Cache class you might declare a CacheEntry class which can contain information about a specific cache entry (cached value, time inserted, number of times accessed etc.).
Triplets: (Cache, might_declare, CacheEntry) | (CacheEntry, can_contain, information)

[Example 3]
Text: In that case the local class only has access to the static parts of the enclosing class.
Triplets: (Local class, has_access_to, static parts of enclosing class)","(cache, works with, cacheentry)",3,5010,5013
2869,"When you divide classes into multiple Java packages, it becomes easier to figure out where a certain class you are looking for is.","(Java classes, split into, multiple Java packages)
(Java packages, are, mechanism to group Java classes)
(Java packages, group, Java classes)
(classpath, includes, older Java classes)
(Java project, grows bigger, useful to split the code into multiple Java classes)","[Example 1]
Text: Java packages are a mechanism to group Java classes that are related to each other, into the same ""group"" (package).
Triplets: (Java packages, are, mechanism to group Java classes) | (Java packages, group, Java classes)

[Example 2]
Text: Packages provides a handy way of grouping related classes and interfaces, thus making modularization of your Java code easier.
Triplets: (Packages, provides, way of grouping related classes) | (Packages, provides, way of grouping interfaces) | (Packages, facilitates, modularization of Java code)

[Example 3]
Text: It is recommended that you locate your class in a Java package.
Triplets: (Java class, located_in, Java package)","(Java classes, divide_into, multiple Java packages)",1,5030,5031
2883,It is possible to use a class from another package without importing it with an import statement.,"(package, import_all_classes_using, *)
(subclass, not located in, same package)
(constructor, available_to, classes in the same package)
(classes, belong_to, package)
(implementing class, needs_to_import, interfaces)","[Example 1]
Text: It is possible to import all classes of a package using the * character instead of a class name.
Triplets: (package, import_all_classes_using, *)

[Example 2]
Text: Put the class files into the directory matching the package you want to add it to.
Triplets: (class files, put_into, directory) | (directory, matching, package) | (package, add_to, directory)

[Example 3]
Text: You could do so already by putting them in the same package, but putting one class inside another makes an even stronger grouping.
Triplets: (package, groups, classes) | (class, placed_inside, another class) | (stronger grouping, achieved_by, placing one class inside another)","(package, use_class_from, another package)",1,5052,5053
2903,The package structure (directory structure) from the source directory will be preserved under the class directory.,"(subclass, not located in, same package)
(compiled Java classes, located_in, directory named classes)
(Java source file, belongs_to, Java package)
(compiled Java classes, located_in, directory)
(classes, belong_to, package)","[Example 1]
Text: All Java source and class files of classes belonging to the same package are located in the same directory.
Triplets: (Java source files, located_in, directory) | (Java class files, located_in, directory) | (classes, belong_to, package) | (classes, located_in, directory)

[Example 2]
Text: Once the compiler has done its job, the classes directory will contain the compiled .class files.
Triplets: (compiler, produces, .class files) | (classes directory, contains, compiled .class files)

[Example 3]
Text: This directory is often called classes, but again, it is not a requirement, and it depends on what build tool or IDE etc.
Triplets: (directory, often_called, classes)","(package structure, preserved_under, class directory) | (directory structure, preserved_under, class directory) | (source directory, has_structure, package structure)",3,5089,5092
2923,"The bigger the result String grows, the longer it takes to copy the characters from it into a new StringBuilder, and again copy the characters from the StringBuilder into the temporary String created by the toString() method.","(toString(), generates, Java compiler)
(StringBuilder, creates, StringBuilder instance)
(toString(), returns, characters as String)
(toString(), obtains, characters as String)
(toString(), auto generates, Java compiler)","[Example 1]
Text: As you can see, a new StringBuilder is created, passing along the first String to its constructor, and the second String to its append() method, before finally calling the toString() method.
Triplets: (StringBuilder, has_constructor, String) | (StringBuilder, has_method, append()) | (append(), receives, String) | (toString(), called_after, append())

[Example 2]
Text: This code actually creates two objects: A StringBuilder instance and a new String instance returned from the toString() method.
Triplets: (StringBuilder, creates, StringBuilder instance) | (toString(), returns, String instance) | (StringBuilder instance, created_by, code) | (String instance, created_by, code)

[Example 3]
Text: The method toString() returns the characters written to the StringWriter as a String.
Triplets: (toString(), returns, characters as String)","(String, grows, result String) | (result String, copied_into, StringBuilder) | (StringBuilder, copied_into, temporary String) | (toString(), creates, temporary String) | (toString(), returns, temporary String)",5,5142,5147
2924,You can obtain the length of a String using the length() method.,"(length parameter, is_how_many, characters)
(getSeconds(), obtains, seconds part of Duration)
(String, grows, result String)
(length parameter, provides_number_of_bytes, read())
(toString(), obtains, characters as String)","[Example 1]
Text: To read the length of a file, call the File length() method.
Triplets: (File, has_method, length())

[Example 2]
Text: The length parameter is how many characters the read() method should read into the char array from the offset and forward.
Triplets: (length parameter, is_how_many, characters) | (read(), starts_from, offset)

[Example 3]
Text: You can obtain the seconds part of the Duration using the getSeconds() method as explained earlier.
Triplets: (Duration, has_method, getSeconds()) | (getSeconds(), obtains, seconds part of Duration)","(length(), obtain, string)",1,5147,5148
2958,It is possible to get a character at a certain index in a String using the charAt() method.,"(indexOf(), returns, index of first character)
(String.indexOf(), used_for, searching)
(char value, of, char read)
(char value, of, character read)
(toString(), obtains, characters as String)","[Example 1]
Text: The indexOf() method returns the index of where the first character in the first matching substring is found.
Triplets: (indexOf(), returns, index of first character) | (indexOf(), finds, first matching substring)

[Example 2]
Text: If the substring is not found within the string, the indexOf() method returns -1;
Triplets: (indexOf(), returns, -1) | (substring, not_found_in, string)

[Example 3]
Text: Here is an example of a Java lambda expression that calls String.indexOf() to search:
Triplets: (String.indexOf(), used_for, searching) | (lambda expression, calls, String.indexOf())","(charAt(), used_for, getting character at index) | (charAt(), has_method, String)",2,5214,5216
2961,The second getBytes() call return a UTF-8 byte representation of the String.,"(getBytes(), uses, default character set encoding)
(getBytes(), returns, byte representation)
(getBytes(), obtains, byte representation)
(getBuffer(), obtains, characters as StringBuffer)
(getEncoded(), returns, byte array)","[Example 1]
Text: The first getBytes() call return a byte representation of the String using the default character set encoding on the machine.
Triplets: (getBytes(), returns, byte representation) | (getBytes(), operates_on, String) | (getBytes(), uses, default character set encoding)

[Example 2]
Text: You can also get the byte representation of the String method using the getBytes() method.
Triplets: (getBytes(), obtains, byte representation)

[Example 3]
Text: Third the characters written to the StringWriter are obtained via the two methods toString() and getBuffer().
Triplets: (StringWriter, has_method, toString()) | (StringWriter, has_method, getBuffer()) | (toString(), obtains, characters as String) | (getBuffer(), obtains, characters as StringBuffer)","(getBytes(), returns, UTF-8 byte representation) | (getBytes(), operates_on, String)",2,5220,5221
2964,"The formatted() method is only a preview feature that was added together with Java Text Blocks in Java 13, so we do not yet know if it will stay in.","(formatted(), introduced_in, Java 13)
(format(), uses, java.util.Date)
(java.text.SimpleDateFormat, uses, formatting pattern)
(java.text.DateFormatSymbols, documented_in, JavaDoc)
(java.text.DecimalFormat, used_to, format numbers)","[Example 1]
Text: From Java 13 the Java String class got a new method named formatted() which can be used to return a formatted version of the String formatted() is called on.
Triplets: (String, has_method, formatted()) | (formatted(), used_for, return_formatted_version_of_String) | (formatted(), introduced_in, Java 13)

[Example 2]
Text: The Date instance passed to the format() method is a java.util.Date instance.
Triplets: (Date, passed_to, format()) | (format(), uses, java.util.Date)

[Example 3]
Text: The java.text.DecimalFormat class is used to format numbers using a formatting pattern you specify yourself.
Triplets: (java.text.DecimalFormat, used_to, format numbers)","(formatted(), is_feature_of, Java 13) | (formatted(), added_with, Java Text Blocks)",2,5228,5230
2974,The String class has several other useful methods than the ones described in this tutorial.,"(StringBuilder, creates, StringBuilder instance)
(toString(), returns, String instance)
(toString(), auto generates, Java compiler)
(StringWriter, uses, StringBuffer)
(Properties, purpose, string,string map)","[Example 1]
Text: You do so using the substring() method of the String class.
Triplets: (String, has_method, substring())

[Example 2]
Text: The Java String class contains a split() method which can be used to split a String into an array of String objects.
Triplets: (String, has_method, split()) | (split(), can_split, String) | (split(), converts_to, array of String objects)

[Example 3]
Text: In the main() method example earlier I called the String array parameter args, and in the second example I called it stringArray.
Triplets: (main() method example, has_parameter, String array) | (String array parameter, named, args) | (String array parameter, named, stringArray)","(String, has_methods, useful methods)",1,5244,5245
2985,"Then they are executed already when the class is loaded, and only once because the class is only loaded in the Java Virtual Machine once.","(Java virtual machine, loads, classes containing the code)
(Java class, execute, JVM)
(Java VM, uses, Java classes)
(Java Virtual Machine, executes, main() method)
(Java VM, runs, application)","[Example 1]
Text: It depends on what the Java class is supposed to do.
Triplets: (Java class, supposed_to_do, task)

[Example 2]
Text: A class is loaded the first time it is referenced in your program.
Triplets: (class, is_loaded_when, referenced)

[Example 3]
Text: It is the .class files that the Java Virtual Machine can execute.
Triplets: (Java Virtual Machine, can_execute, .class files)","(class, is_loaded_in, Java Virtual Machine) | (class, executed_when, loaded) | (class, loaded_once_in, Java Virtual Machine)",3,5256,5259
2987,"A class can have more than one constructor, although this example just shows one.","(Java class, has, constructors)
(Java class, has, constructor)
(class, can_have, multiple constructors)
(classes, have, constructors)
(Java class, lacks, explicit constructor)","[Example 1]
Text: A class can have multiple constructors, as long as their signature (the parameters they take) are not the same.
Triplets: (class, can_have, multiple constructors) | (constructors, have, signature) | (signature, consists_of, parameters)

[Example 2]
Text: The example shows a very simple Java class with a single constructor.
Triplets: (Java class, has, constructor)

[Example 3]
Text: You call a constructor when you create a new instance of the class containing the constructor.
Triplets: (constructor, called_when_creating, new instance) | (instance, contained_in, class)","(class, can_have, more than one constructor) | (example, shows, one constructor)",2,5261,5263
3011,Only the full Java SDK contains the Java compiler which turns your .java source files into byte code .class files.,"(Java compiler, part_of, Java SDK)
(Java VM, converts, JAR file)
(Java source file, belongs_to, Java package)
(Java files, compiled_by, compiler)
(Java application, includes, Java classes)","[Example 1]
Text: When you compile all the source code in the source, the compiler produces one .class file for each .java file.
Triplets: (Java source code, compiled_by, compiler) | (compiler, produces, .class file) | (.java file, corresponds_to, .class file)

[Example 2]
Text: Once the file is located in a file matching its class name and ending with .java, you can compile it with the Java compiler from the Java SDK, or from inside your Java IDE (which is much easier).
Triplets: (Java code, located_in, file matching its class name) | (Java compiler, part_of, Java SDK) | (Java IDE, easier_than, Java SDK)

[Example 3]
Text: All Java source and class files of classes belonging to the same package are located in the same directory.
Triplets: (Java source files, located_in, directory) | (Java class files, located_in, directory) | (classes, belong_to, package) | (classes, located_in, directory)","(Java SDK, contains, Java compiler)",3,5293,5296
3064,The java.util.Logger class is the main access point to the Java logging API.,"(Java class, configures, Java Logging API)
(Java Logging API, uses, java.util.logging.Formatter)
(Java Logging API, uses, Formatter)
(Java Logging API, has, default logging configuration file)
(java.util.logging.Formatter, formats, LogRecord)","[Example 1]
Text: You can use a Java class to configure the Java Logging API.
Triplets: (Java class, configures, Java Logging API)

[Example 2]
Text: The most common way of using the Java Logging API is to create a Logger in each class that needs to log.
Triplets: (Logger, is_created_in, each class)

[Example 3]
Text: The Java Logging API has a default logging configuration file located at ""lib/logging.properties"", inside the JRE directory.
Triplets: (Java Logging API, has, default logging configuration file)","(java.util.Logger, is_access_point_to, Java logging API)",1,5406,5407
3073,These two parameters are intended to tell from what class and method the log message originated.,"(Logger named 1.2, logs, INFO message)
(Logger 1.2, logs, third message)
(Logger.getLogger(), has_parameter, string)
(INFO message, not_propagated, bottom Logger)
(Logger.getLogger(), has_parameter, name)","[Example 1]
Text: The log() group of methods will log a message at a certain log level.
Triplets: (log() group of methods, logs, message) | (log() group of methods, logs_at, certain log level)

[Example 2]
Text: It is the constructor of that class that should load the configuration and apply it to the Logger's in the hierarchy.
Triplets: (constructors, should_load, configuration) | (constructors, apply_to, Logger's in the hierarchy)

[Example 3]
Text: The name of the Logger to create is passed as string parameter to the Logger.getLogger() method.
Triplets: (Logger, has_parameter, string) | (Logger.getLogger(), has_parameter, string) | (Logger, is_created_with, Logger.getLogger())","(parameters, intended_to_tell, class) | (parameters, intended_to_tell, method) | (log message, originated_from, class) | (log message, originated_from, method)",4,5421,5425
3082,The class MyFilterImpl should be your own implementation of the Filter interface.,"(setFilter(), sets, Filter)
(FilterOutputStream, similar_to, this class)
(FilterOutputStream, base_class_for, filtering output streams)
(FilterInputStream, similar_to, this class)
(FilterInputStream, base_class_for, filtering input streams)","[Example 1]
Text: The FilterOutputStream is a base class for implementing your own filtering output streams.
Triplets: (FilterOutputStream, base_class_for, filtering output streams)

[Example 2]
Text: The FilterInputStream is a base class for implementing your own filtering input streams.
Triplets: (FilterInputStream, base_class_for, filtering input streams)

[Example 3]
Text: The FilterWriter is a base class for implementing your own filtering Writer's.
Triplets: (FilterWriter, base_class_for, filtering Writer's)","(MyFilterImpl, implements, Filter)",1,5444,5445
3085,You can obtain the log level of a Logger using the getLevel() method:,"(Logger.getLogger(), has_parameter, name)
(Logger.getLogger(), has_parameter, string)
(middle Logger, has_log_level, WARNING)
(Logger, is_created_with, Logger.getLogger())
(log levels, different_from, log levels of messages logged)","[Example 1]
Text: You can obtain all Handler's of a Logger using the getHandlers() method, like this:
Triplets: (Logger, has_method, getHandlers()) | (getHandlers(), returns, Handler)

[Example 2]
Text: You can obtain the name of a Logger using the getName() method, in case you need it.
Triplets: (Logger, has_method, getName()) | (getName(), returns, name)

[Example 3]
Text: When you create a Logger you pass a name to the Logger.getLogger() method.
Triplets: (Logger.getLogger(), has_parameter, name)","(Logger, has_method, getLevel()) | (getLevel(), returns, log level)",2,5447,5449
3088,The Logger class has a few more methods that I haven't covered here.,"(logrb() methods, obtain, log messages)
(all instances of that class, use, Logger instance)
(Java Logging API, uses, Formatter)
(middle Logger, logs, message)
(Java class, configures, Java Logging API)","[Example 1]
Text: You can add Handler's to the Logger using the addHandler() method.
Triplets: (Logger, has_method, addHandler()) | (addHandler(), adds, Handler)

[Example 2]
Text: You can obtain all Handler's of a Logger using the getHandlers() method, like this:
Triplets: (Logger, has_method, getHandlers()) | (getHandlers(), returns, Handler)

[Example 3]
Text: You can obtain the log level of a Logger using the getLevel() method:
Triplets: (Logger, has_method, getLevel()) | (getLevel(), returns, log level)","(Logger, has_method, methods)",1,5452,5453
3097,The getResourceBundle() method returns the ResourceBundle (if any) used to localize the message of this LogRecord.,"(ResourceBundle, has_method, getString())
(ResourceBundle, has_method, getBundle())
(ResourceBundle, is, locale sensitive)
(ResourceBundle, looks_for, PropertyResourceBundle)
(log messages, obtained_from, resource bundle)","[Example 1]
Text: Finally you can access the localized values in the ResourceBundle via its different getString() and getObject() etc.
Triplets: (ResourceBundle, has_method, getString()) | (ResourceBundle, has_method, getObject())

[Example 2]
Text: Then you pass that Locale instance to the ResourceBundle.getBundle() method along with the name of the resource bundle to load.
Triplets: (ResourceBundle, has_method, getBundle())

[Example 3]
Text: The ResourceBundle class is covered in more detail in the text about the ResourceBundle class.
Triplets: (ResourceBundle, is_covered_in, text about the ResourceBundle class)","(resourcebundle, used to localize, logrecord); (getresourceBundle(), return, resourceBundle)",3,5475,5478
