To be testable it has to be (ideally) an interface and somehow injected as dependency of your handler.,,[]
We can then iterate through the map with a range statement and use a type switch to access its values as their concrete types:,"['Collaboration: (map, works with, range)', 'Collaboration: (map, works with, type switch)']","['(type, Collaboration, func): (map, works with, range)', '(type, Collaboration, func): (map, works with, type switch)']"
At this point the Go value in f would be a map whose keys are strings and whose values are themselves stored as empty interface values:,"['Containment: (map, contains, string)', 'Containment: (map, contains, interface)', 'Containment: (string, maps to, interface)']","['(type, Containment, type): (map, contains, string)', '(type, Containment, type): (map, contains, interface)', '(type, Containment, type): (string, maps to, interface)']"
"It is because every incoming request is routed to your HelloWorld() handler function, and the browser makes multiple calls under the hood, specifically to /favicon.ico.",,[]
"And since your web server does not send back a valid favicon, it will request it again when you refresh the page in the browser.",,[]
"Since your counter starts with 0 (default value for type int), you increment it once and you send back 1",,[]
More information about Go and JSON can be found in the original article,,[]
"Then the request for favicon.ico increments it again (2), but the result is not displayed",,[]
"Also note that multiple goroutines can serve requests concurrently, so your solution has a race",,[]
"Function literals are closures: they may refer to variables defined in
  a surrounding function","['Dependency: (closures, refer to, variables)']","['(func, Dependency, var): (closures, refer to, variables)']"
"The standard library also supports reading and writing common image formats like GIF, JPEG, PNG, and support for other formats are available out of the box: BMP, RIFF, TIFF and even WEBP (only a reader/decoder).","['Collaboration: (GIF, supports reading and writing, JPEG)', 'Collaboration: (GIF, supports reading and writing, PNG)', 'Collaboration: (JPEG, supports reading and writing, GIF)', 'Collaboration: (JPEG, supports reading and writing, PNG)', 'Collaboration: (PNG, supports reading and writing, GIF)', 'Collaboration: (PNG, supports reading and writing, JPEG)']","['(type, Collaboration, type): (GIF, supports reading and writing, JPEG)', '(type, Collaboration, type): (GIF, supports reading and writing, PNG)', '(type, Collaboration, type): (JPEG, supports reading and writing, GIF)', '(type, Collaboration, type): (JPEG, supports reading and writing, PNG)', '(type, Collaboration, type): (PNG, supports reading and writing, GIF)', '(type, Collaboration, type): (PNG, supports reading and writing, JPEG)']"
"Then if you refresh, it gets incremented again to 3 and you send that back, etc.",,[]
"You should synchronize access to the calls variable, or use the sync/atomic package to increment the counter safely, for example:",,[]
"You may also choose to only exclude requests for favicon.ico, e.g.:",,[]
Unfortunately the mgo.v2 driver does not provide API calls to specify cursor.min().,,[]
The available commands and their documentation can be found here: Database commands,,[]
"This index entry 鈥搇et's call it cursor from now on鈥?may be encoded to a string and sent to the client along with the results, and when the client wants the next page, he sends back the cursor saying he wants results starting after this cursor.",,[]
And what if you don't have the whole content as a []byte? One option is to provide a value of your own type that implements io.ReadSeeker.,"['Replacement: ([]byte, alternative to, io.ReadSeeker)']","['(type, Replacement, type): ([]byte, alternative to, io.ReadSeeker)']"
"The main benefit of ServeContent over io.Copy is that it handles Range requests properly, sets the MIME type, and handles If-Modified-Since requests.","['Difference: (ServeContent, main benefit over, io.Copy)', 'Limitation: (ServeContent, handles Range requests properly, Range)', 'Limitation: (ServeContent, sets, MIME)', 'Limitation: (ServeContent, handles, If-Modified-Since)']","['(func, Difference, func): (ServeContent, main benefit over, io.Copy)', '(func, Limitation, type): (ServeContent, handles Range requests properly, Range)', '(func, Limitation, type): (ServeContent, sets, MIME)', '(func, Limitation, type): (ServeContent, handles, If-Modified-Since)']"
The result of executing a MongoDB find command with Database.Run() can be captured with the following type:,,[]
"But in the main package you still don't call subplay.A(), the size of the executable binary does not change: remains 5,370,935 bytes!","['Limitation: (main, does not call, A())', 'Containment: (subplay, contains, A())']","['(package, Limitation, func): (main, does not call, A())', '(package, Containment, func): (subplay, contains, A())']"
Only one thing left: generating the cursor to be used to get the subsequent page should we ever need it:,,[]
"We now have the results, but in a slice of type []bson.Raw",,[]
"Those variables are then shared between the
  surrounding function and the function literal, and they survive as
  long as they are accessible.","['Containment: (function, includes, function literal)  ', 'Collaboration: (function, shares variables with, function literal)  ']","['(unknown, Containment, unknown): ((function, includes, function literal)  )', '(unknown, Collaboration, unknown): ((function, shares variables with, function literal)  )']"
"To bind the current value of v to each closure as it is launched, one
  must modify the inner loop to create a new variable each iteration.
  One way is to pass the variable as an argument to the closure.","['Dependency: (var, rely on, func)']","['(var, Dependency, func): (var, rely on, func)']"
"And we finally have our efficient, but not so short MongoDB mgo paging functionality",,[]
The manual way is quite lengthy; it can be made general and automated,,[]
"For the current gc compiler algorithm, see the growslice function in the Go runtime package slice.go source file","['Containment: (slice.go, includes, growslice)']","['(package, Containment, func): (slice.go, includes, growslice)']"
"It provides a wrapper to configure and execute a MongoDB find command, allowing you to specify a cursor, and after executing the query, it gives you back the new cursor to be used to query the next batch of results",,[]
"You can register functions with the Template.Funcs() function, you may execute a named template with Template.ExecuteTemplate() and you may use a bytes.Buffer as the target (direct template execution result into a buffer).","['Collaboration: (Template.Funcs(), works with, Template.ExecuteTemplate())', 'Dependency: (Template.ExecuteTemplate(), directs result into, bytes.Buffer)']","['(func, Collaboration, func): (Template.Funcs(), works with, Template.ExecuteTemplate())', '(func, Dependency, type): (Template.ExecuteTemplate(), directs result into, bytes.Buffer)']"
"Note #1: When calling MinQuery.All(), you have to provide the names of the cursor fields, this will be used to build the cursor data (and ultimately the cursor string) from.",,[]
"The precise algorithm to grow the target slice, when necessary, for an append is implementation dependent","['Containment: (append, grows, slice)']","['(func, Containment, type): (append, grows, slice)']"
"Check out the package doc of minquery here: https://godoc.org/github.com/icza/minquery, it is rather short and hopefully clean.",,[]
With that you'll also need to modifier the handler's signature a bit.,,[]
"If you can't modify the definition of A then, as you've already found out, you can wrap it into your own.",,[]
"If the capacity of s is not large enough to fit the additional values,
  append allocates a new, sufficiently large slice that fits both the
  existing slice elements and the additional values","['Dependency: (append, allocates slice, slice)']","['(func, Dependency, type): (append, allocates slice, slice)']"
So t1 == t2 will compare all the fields of the 2 Time struct values,,[]
Note that the Go == operator compares not just the time instant but also the Location,,[]
This is where github.com/icza/minquery comes into the picture (disclosure: I'm the author),,[]
Pointers to distinct zero-size variables may or may not be equal.,,[]
"If the capacity of s is not large enough to fit the additional values,
  append allocates a new, sufficiently large slice that fits both the
  existing slice elements and the additional values","['Dependency: (slice, relies on, append)']","['(type, Dependency, func): (slice, relies on, append)']"
"And this is why comparing the times with == gives a false result: 2 locations may denote the same location even if their address is different, and this is your case.",,[]
newCursor is the cursor to be used to fetch the next batch.,,[]
You can declare the interface with a type parameter to make it require that the type implementing it is a pointer to its type parameter.,,[]
"In your example the Bar and Baz structs are used as pointers, so arm them with getters","['Collaboration: (Bar, used as pointers with, Baz)']","['(type, Collaboration, type): (Bar, used as pointers with, Baz)']"
"To test operations that involve the HTTP request, you have to actually initialize an *http.Request and set it to the Gin context","['Containment: (http.Request, included within, Gin)']","['(type, Containment, package): (http.Request, included within, Gin)']"
"If t1 and t2 would also contain the same *Location pointer, they would be equal even if compared with the == operator",,[]
"Or by using the Time.In() method which will set the specified location pointer (after the proper conversion), e.g.:",,[]
"The command to be executed can be in different forms, but the command name (find) must be first in the marshaled result, so we'll use bson.D (which preserves order in contrast to bson.M):","['Difference: (bson.D, preserves order, bson.M)']","['(type, Difference, type): (bson.D, preserves order, bson.M)']"
"Note that if the T type is declared in another package, you can't even write:",,[]
That's the point of unexported fields: only the declaring package can modify them.,,[]
Two struct values are equal if their corresponding non-blank fields are equal.,,[]
because this would implicitly try to set the unexported T.is field and thus results in a compile-time error:,,[]
"If a 3rd party package does not provide such functionality, there's nothing you can do about it.",,[]
"Note that using package unsafe it is possible to do such things, but as its name says: it's unsafe and you should stay away from it.",,[]
"Try it with Chrome: open the Developer tools (CTRL+SHIFT+I), and choose the ""Network"" tab","['Containment: (CTRL+SHIFT+I, opens, ""Network"" tab)']","['(const, Containment, const): (CTRL+SHIFT+I, opens, ""Network"" tab)']"
"A simple ""fix"" to achieve what you want would be to check the request path, and if it is not the root ""/"", don't increment, e.g.:","['Containment: (request, has, path)', 'Equivalence: (path, similar to, root)']","['(unknown, Containment, var): (request, has, path)', '(var, Equivalence, const): (path, similar to, root)']"
"Do note that you can make ""exact"" copies of structs having unexported fields by simply assigning them to another struct variable (of the same type), which will properly copy the unexported fields too.",,[]
One thing you should be aware of is that strconv.Unquote() can only unquote strings that are in quotes (e.g,,[]
"If the strings you want to unquote contain the escape sequence of a single rune (or you just want to unquote the first rune), you may use strconv.UnquoteChar()",,[]
Also note that you can create new values of T where is is not copied but will be the zero value of its type (which in case of []int will be nil):,,[]
To specifically test c.BindQuery it's enough to properly initialize the request's URL and URL.RawQuery:,"['Dependency: (c.BindQuery, relies on, URL)', 'Dependency: (c.BindQuery, relies on, URL.RawQuery)', 'Containment: (URL, contains, URL.RawQuery)']","['(method, Dependency, type): (c.BindQuery, relies on, URL)', '(method, Dependency, type): (c.BindQuery, relies on, URL.RawQuery)', '(type, Containment, type): (URL, contains, URL.RawQuery)']"
"Starting with MongoDB 3.2, a new find command is available which can be used to execute queries, and it supports specifying the min argument that denotes the first index entry to start listing results from.","['Limitation: (find, supports specifying, min)']","['(func, Limitation, const): (find, supports specifying, min)']"
"""If the capacity of s is not large enough to fit the additional
  values, append allocates a new, sufficiently large slice that fits
  both the existing slice elements and the additional values",,[]
"This is how it looks like (note: no quoting of the input is needed in this case, like it was needed for strconv.Unquote()):",,[]
You can define a function parametrized in T and use an interface constraint to restrict T to numeric types.,,[]
But what we can't do is change the person.age unexported field to point to something else,,[]
"With the introduction of type parameters in Go 1.18, this is easier to accomplish.",,[]
But you can't set any non-zero value for the unexported field T.is.,,[]
The constraint Number can be defined using golang.org/x/exp/constraints package (still experimental):,,[]
This will allow you to call add with any two arguments of numeric type,,[]
Then in the function body you will be able to use any operation that is supported by all types in the constraint,,[]
Keep in mind that the arguments must have the same type,,[]
"Regardless of generics, you can't use different types; from the specs Operators:",,[]
It can transform (unmarshal) a value of type []bson.Raw into any type we usually pass to Query.All() or Iter.All(),"['Conversion: ([]bson.Raw, transform into, Query.All())', 'Conversion: ([]bson.Raw, transform into, Iter.All())']","['(type, Conversion, method): ([]bson.Raw, transform into, Query.All())', '(type, Conversion, method): ([]bson.Raw, transform into, Iter.All())']"
"Note #2: If you're retrieving partial results (by using MinQuery.Select()), you have to include all the fields that are part of the cursor (the index entry) even if you don't intend to use them directly, else MinQuery.All() will not have all the values of the cursor fields, and so it will not be able to create the proper cursor value.","['Dependency: (MinQuery.All(), relies on, MinQuery.Select())']","['(method, Dependency, method): (MinQuery.All(), relies on, MinQuery.Select())']"
This implies that you also can't call the add function with untyped constants whose default types are incompatible:,,[]
"Your own answer, @Vector, is incorrect is that nothing in Go is passed by reference",,[]
"The remainder operator % and bitwise operators are supported only by integers, and therefore by type parameters constrained to constraints.Integer.",,[]
"When you try to compare them with ==, quoting from the Spec: Comparison operator:","['Dependency: (Comparison, relies on, Spec)']","['(type, Dependency, type): (Comparison, relies on, Spec)']"
The wrapper is the MinQuery type which is very similar to mgo.Query but it supports specifying MongoDB's min via the MinQuery.Cursor() method.,"['Equivalence: (MinQuery, is similar to, mgo.Query)', 'Containment: (MinQuery, includes, MinQuery.Cursor())', ""Dependency: (MinQuery.Cursor(), supports, MongoDB's min)""]","['(type, Equivalence, type): (MinQuery, is similar to, mgo.Query)', '(type, Containment, method): (MinQuery, includes, MinQuery.Cursor())', ""(method, Dependency, unknown): (MinQuery.Cursor(), supports, MongoDB's min)""]"
" An array is passed by value in Go, but a slice is a packed struct containing a pointer (to an underlying array) and two platform-sized integers (the length and the capacity of the slice), and it's the value of this structure which is copied 鈥?a pointer and two integers 鈥?when it's assigned or returned etc",,[]
"The Time struct contains not just the second and nanosecond since a base time, it also contains the location as a pointer: *Location, so == will also compare the location fields","['Containment: (Time, includes, *Location)']","['(type, Containment, type): (Time, includes, *Location)']"
" Should you copy a ""bare"" array, it would be copied literally 鈥?with all its elements.",,[]
"The parsimonius variable function, once the initial allocation is filled, reallocates and copies everything every time","['Containment: (variable, included within, function)']","['(var, Containment, func): (variable, included within, function)']"
"(By the way, if you know C++, you should be aware that some C++ code uses this trick to lower exposure of the details into header files.)",,[]
you could think of it as m having the type Map and so when you later do,,[]
"the value of m gets copied, but it contains just a single pointer, and so both x and m now reference the same underlying data structure",,[]
The mgo.Database type provides a Database.Run() method to run any MongoDB commands,"['Containment: (mgo.Database, includes, Database.Run())']","['(type, Containment, method): (mgo.Database, includes, Database.Run())']"
"In other words, Go allows the programmer to decide what semantics they want for their types",,[]
Note that these five types of this kind are not at all special: implementing your custom type by embedding in it a pointer to some complicated data structure is a rather common pattern.,,[]
"What we need to do is after each batch (documents of a page) generate the min document from the last document of the query result, which must contain the values of the index entry that was used to execute the query, and then the next batch (the documents of the next page) can be acquired by setting this min index entry prior to executing the query.","['Containment: (batch, contains, document)', 'Dependency: (batch, depends on, query)', 'Dependency: (batch, depends on, index entry)', 'Dependency: (document, depends on, query)', 'Containment: (document, contains, index entry)', 'Dependency: (query, depends on, index entry)']","['(var, Containment, type): (batch, contains, document)', '(var, Dependency, func): (batch, depends on, query)', '(var, Dependency, var): (batch, depends on, index entry)', '(type, Dependency, func): (document, depends on, query)', '(type, Containment, var): (document, contains, index entry)', '(func, Dependency, var): (query, depends on, index entry)']"
 And Go happens to have five built-in types which have reference semantics already (while all the other built-in types have value semantics),,[]
" For instance, it's fine to have pointers to values of any kind of type in Go, and assign them (so long they have compatible types) 鈥?these pointers will be copied by value.",,[]
 Picking one semantics over the other does not affect the rule of copying everything by value in any way,,[]
"Thus, the
  returned slice may refer to a different underlying array.""","['Containment: (slice, refer to, underlying)']","['(unknown, Containment, unknown): (slice, refer to, underlying)']"
" That is, it returns a pointer and expects the calling code to pass this pointer around",,[]
" Surely, the Go authors might have declared os.File to be a struct containing a single pointer, essentially making this value have reference semantics but they did not do that",,[]
"Undefined means it may run ""correctly"" or it may run ""incorrectly"" (giving incorrect results), or it may crash or anything else",,[]
"Do not try to find logic in undefined behavior, just use proper synchronization",,[]
"Therefore, Time values should not be used as map or database keys without first guaranteeing that the identical Location has been set for all values, which can be achieved through use of the UTC or Local method.","['Conversion: (Local(), transformed into, UTC())']","['(method, Conversion, method): (Local(), transformed into, UTC())']"
"As always, if one goroutine is writing to a map, no other goroutine should be reading or writing the map concurrently",,[]
"Unsynchronized, concurrent access to any variable from multiple goroutines where at least one of them is a write is undefined behavior",,[]
Read more about it here: Is it safe to read a function pointer concurrently without a lock?,,[]
Another angle to look at this is that many Go packages (standard and 3rd-party) prefer to work with pointers to (complex) values,,[]
"The runtime has added lightweight, best-effort detection of concurrent misuse of maps",,[]
Go 1.6 added a lightweight concurrent misuse of maps detection to the runtime:,,[]
"If the runtime detects this condition, it prints a diagnosis and crashes the program",,[]
"Your concurrentStructWithMuLock() has actually no data race, because you are using a mutex to properly synchronize access to the struct.",,[]
The Go compiler is written in pure C and does not use the packages under go/,,[]
"This is a ""feature"" of the Go runtime, and it crashes your app because no data race should be left in your app (to prevent undefined behavior)",,[]
"So this is an intentional crash by the runtime, because it detects unsynchronized access to the map",,[]
"The best way to find out more about the problem is to run the program under the race detector, which will more reliably identify the race and give more detail.",,[]
Read more about it here: How to recover from concurrent map writes?,,[]
"Maybe someday they can be used to write a Go compiler in Go as well, but no one's gotten very far on that path yet.",,[]
Two pointer values are equal if they point to the same variable or if both have value nil,"['Equivalence: (nil, points to same, variable)']","['(const, Equivalence, var): (nil, points to same, variable)']"
Put the updated elem iteration variable back in the chartRecords slice:,,[]
Here is the result of an experiment I did earlier that may help,,[]
"We need to reverse the bytes because int96 timestamp use a reverse byte order, thus we get 0x000029324BFD6000 = 45296 * 10^9 nanoseconds = 45296 seconds = 12 hours + 34 minutes + 56 seconds.",,[]
"This is all good, but how do we convert a cursorData to string and vice versa? We may use bson.Marshal() and bson.Unmarshal() combined with base64 encoding; the use of base64.RawURLEncoding will give us a web-safe cursor string, one that can be added to URL queries without escaping.","['Collaboration: (bson.Marshal(), combines with, bson.Unmarshal())', 'Collaboration: (bson.Marshal(), combines with, base64.RawURLEncoding)', 'Collaboration: (bson.Unmarshal(), combines with, base64.RawURLEncoding)']","['(func, Collaboration, func): (bson.Marshal(), combines with, bson.Unmarshal())', '(func, Collaboration, type): (bson.Marshal(), combines with, base64.RawURLEncoding)', '(func, Collaboration, type): (bson.Unmarshal(), combines with, base64.RawURLEncoding)']"
This can be ensured by calling Time.UTC() or Time.Local() method on them which returns a time.Time value where the same location pointer (*Location) is used,"['Conversion: (Time.UTC(), returns, time.Time)', 'Conversion: (Time.Local(), returns, time.Time)']","['(method, Conversion, type): (Time.UTC(), returns, time.Time)', '(method, Conversion, type): (Time.Local(), returns, time.Time)']"
The date part is stored separatly in the last 4 bytes as Julian day number.,,[]
"59 68 25 00 is the date part, if we reverse the bytes we get 0x00256859 = 2451545 as the Julian day number, which corresponds to 2000-01-01.",,[]
You can use the strconv.Unquote() and strconv.UnquoteChar() functions to do the conversion.,"['Collaboration: (strconv.Unquote(), interact for conversion, strconv.UnquoteChar())']","['(func, Collaboration, func): (strconv.Unquote(), interact for conversion, strconv.UnquoteChar())']"
Which we can even generalize using reflect without relying on the concrete type:,"['Dependency: (reflect, relies on, type)']","['(package, Dependency, type): (reflect, relies on, type)']"
"If you own (or you can modify) the package, best is to provide a Clone() method or function, or provide a SetIs() method for the type T","['Replacement: (Clone(), replaced by, SetIs())', 'Collaboration: (Clone(), interact with, T)', 'Collaboration: (SetIs(), interact with, T)']","['(method, Replacement, method): (Clone(), replaced by, SetIs())', '(method, Collaboration, type): (Clone(), interact with, T)', '(method, Collaboration, type): (SetIs(), interact with, T)']"
And you should do it when all the goroutines that send values on it are done,,[]
00 60 FD 4B 32 29 00 00 is the time part,,[]
"And since they are not synchronized, once the first goroutine reaches the point where it closes it, others may (and they will) still continue to send values on it: panic!",,[]
"start and end with a quote char "" or a back quote char `),  so we have to manually append that.","['Limitation: (quote char, imposes use boundary, back quote char)']","['(type, Limitation, type): (quote char, imposes use boundary, back quote char)']"
[...] the operand types must be identical unless the operation involves shifts or untyped constants.,"['Limitation: (untyped, defines boundaries, constants)']","['(const, Limitation, const): (untyped, defines boundaries, constants)']"
And each goroutine that is done sending the values can signal this by calling WaitGroup.Done(),,[]
"In order to do this, you need to detect when all the sender goroutines are done",,[]
Therefore our generic add and multiply functions are defined with only one type parameter T,"['Collaboration: (add, complementary roles, multiply)']","['(func, Collaboration, func): (add, complementary roles, multiply)']"
For each started sender goroutine we add 1 to the WaitGroup using WaitGroup.Add(),,[]
"Warning: since these functions handle also floats, keep in mind that floats can hold NaN values and infinities.","['Difference: (NaN, is different from, infinities)']","['(type, Difference, type): (NaN, is different from, infinities)']"
"And WaitGroup.Wait() will wait until all sender goroutines are done, and only after this and only once will it close the channel",,[]
"We want to detect this ""global"" done event and close the channel while processing the values sent on it is in progress, so we have to do this in its own goroutine.",,[]
 You can think of types defining channels and maps as declared something like this:,"['Containment: (channels, defined by, maps)']","['(type, Containment, type): (channels, defined by, maps)']"
"In this case the compiler will infer the type of T from the first argument 2.5, which defaults to float64, and then won't be able to match the type of 2, which defaults to int.","['Difference: (float64, defaults different to, int)']","['(type, Difference, type): (float64, defaults different to, int)']"
"panics), WaitGroup.Done() would still be called, and would not leave other goroutines hanging (waiting for an absolution - a ""missing"" WaitGroup.Done() call that would never come...).",,[]
"Note that the solution below works with buffered and unbuffered channel too without modification (try using a buffered channel with ch := make(chan int, 100)).",,[]
range construct loops until all the values are received that were sent before the channel was closed.,,[]
"If you would switch these 2, it might cause an ""early exit"", that is not all values might be received and processed from the channel",,[]
"They are not measured from the epoch either, but from midnight","['Difference: (epoch, different from, midnight)']","['(unknown, Difference, unknown): (epoch, different from, midnight)']"
A type assertion takes an interface value and extracts from it a value of the specified explicit type.,,[]
I stored '2000-01-01 12:34:56' as an int96 and dumped with parquet-tools:,"['Conversion: (int96, dumped with, parquet-tools)']","['(type, Conversion, package): (int96, dumped with, parquet-tools)']"
The reason for this is because a Go program exits when the main goroutine finishes (spec: Program execution),,[]
"A type assertion doesn't ""tell Go that b is a string"" as you suggested",,[]
"What it does is that it will, in run time, try to extract a string from b, and panic if b contains some other type (unless assigning the optional bool value).",,[]
"So, yes, the value you get from a type assertion is not an interface value, but is of the explicit type",,[]
You can also test if the type assertion was successful by adding an untyped boolean value:,,[]
 One example is os.Open() (which opens a file on a filesystem) returning a value of the type *os.File,"['Conversion: (os.Open(), returns, *os.File)']","['(func, Conversion, type): (os.Open(), returns, *os.File)']"
"If the passed value is already an interface value, then the concrete value stored in it will be passed as a interface{}.",,[]
"In order to avoid this ""repacking"", this is one of those rare cases when a pointer to interface makes sense, in fact you can't avoid it here",,[]
"So if you pass a pointer to interface, this pointer will be wrapped in an interface{} value",,[]
" Was m copied by reference (""move semantics"")?  Surely not!  Do values of type map and slice and channel have reference semantincs?  Yes!","['Equivalence: (map, has similar reference semantics as, slice)', 'Equivalence: (map, has similar reference semantics as, channel)', 'Equivalence: (slice, has similar reference semantics as, channel)']","['(type, Equivalence, type): (map, has similar reference semantics as, slice)', '(type, Equivalence, type): (map, has similar reference semantics as, channel)', '(type, Equivalence, type): (slice, has similar reference semantics as, channel)']"
"One reason for that is the mechanics of passing parameters differ from function to function, and using an interface{} arg does not mean ""accept anything""",,[]
"You may use Type.Elem() to get the type descriptor of the ""pointed type"": that is, the element type of the pointer type, which will be the type descriptor of the interface type you're looking for.",,[]
"Your confusion suppsedly stems from the fact your mind is supposedly currently burdened by C++, Java etc while these things in Go are done mostly ""as in C"".","['Difference: (C++, compared to, Java)  ', 'Difference: (C++, compared to, C)  ', 'Difference: (Java, compared to, C)  ']","['(unknown, Difference, unknown): ((C++, compared to, Java)  )', '(unknown, Difference, unknown): ((C++, compared to, C)  )', '(unknown, Difference, unknown): ((Java, compared to, C)  )']"
"For example, a function taking a struct as an arg will receive each member of that struct, but a function taking an interface{} containing that struct will receive two words, one containing the type of the struct, and the other containing a pointer to it.",,[]
"This works for the numerical arguments mostly by accident, but the for -o it looks for a field named "" cpu"", which there isn't.",,[]
"Since POSIX arguments don't require a space, top splits off the -o as the first option, and uses the rest as its argument",,[]
"So, without using generics, the only way to implement this is by using an adapter function.",,[]
top -o cpu -n 10 -l 2 is not what you are executing,,[]
"What you're passing as arguments to the command is equivalent to using top ""-o cpu"" ""-n 10"" ""-l 2"" in a shell (which if you try, it will give you the exact same output).",,[]
" I think the reason for this is that there's no special syntax to work with the values of this type so there's no reason to make them work as maps, channels and slices","['Difference: (map, types different from, channel)', 'Difference: (map, types different from, slice)', 'Difference: (channel, types different from, slice)']","['(type, Difference, type): (map, types different from, channel)', '(type, Difference, type): (map, types different from, slice)', '(type, Difference, type): (channel, types different from, slice)']"
The way this works in Go may vary a bit from some other languages,,[]
"The receiving type, however, works more or less like a class in most object-oriented programming",,[]
"It is the thing you call the method from, much like if I put some method A inside some class Person then I would need an instance of type Person in order to call A (assuming it's an instance method and not static!).",,[]
"For this reason, anything that expects to change the state of the receiver needs to use a pointer or return the modified value (gives more of an immutable type paradigm if you're looking for that).",,[]
"Keep in mind that init() is always called, regardless if there's main or not, so if you import a package that has an init function, it will be executed.",,[]
You can close the channel only once (attempting to close an already closed channel also panics),"['Limitation: (close, imposes panic when attempted again, panic)']","['(func, Limitation, func): (close, imposes panic when attempted again, panic)']"
"If they span multiple files, they will be executed in lexical file name order (as pointed out by @benc):",,[]
This is because you start multiple goroutines that use the same channel and they send values on it,"['Collaboration: (goroutine, use, channel)']","['(type, Collaboration, type): (goroutine, use, channel)']"
The receiver goroutine will run until the channel is closed since we used the for ..,"['Dependency: (goroutine, relies on, channel)']","['(type, Dependency, type): (goroutine, relies on, channel)']"
It seems that init() functions are executed in lexical file name order,,[]
"In the Go source tree, its lexer lives in src/cmd/gc/lex.c and its Bison grammar is src/cmd/gc/go.y.","['Collaboration: (src/cmd/gc/lex.c, works with, src/cmd/gc/go.y)']","['(package, Collaboration, package): (src/cmd/gc/lex.c, works with, src/cmd/gc/go.y)']"
"When your struct is simple enough, you can use this condensed construct :",,[]
"then, if the zero values aren't fitting, you would typically construct an instance with a NewThing function returning a pointer :",,[]
" Your question is worded with ""...is declared on the stack,"" and ""...declared on the heap,"" but note that Go declaration syntax says nothing about stack or heap.",,[]
There are some equivalents of constructors for when the zero values can't make sensible default values or for when some parameter is necessary for the struct initialization.,,[]
"One gotcha here is that the receiver gets pushed onto the call stack like other arguments so if the receiver is a value type, like in the case of handler then you will be working on a copy of the thing you called the method from meaning something like h.Name = ""Evan"" would not persist after you return to the calling scope",,[]
"This doesn't restrict the capabilities of these generic functions: the arithmetic operators that are supported by integers and floats (only +, -, * and /) and all order operators are supported by complex types too","['Equivalence: (integers, supported operation similarity, floats)', 'Equivalence: (integers, supported operation similarity, complex)', 'Equivalence: (floats, supported operation similarity, complex)']","['(type, Equivalence, type): (integers, supported operation similarity, floats)', '(type, Equivalence, type): (integers, supported operation similarity, complex)', '(type, Equivalence, type): (floats, supported operation similarity, complex)']"
"Best to do this as a deferred statement, so if your goroutine would terminate abruptly (e.g","['Dependency: (defer, ensures execution even if terminated, goroutine)']","['(method, Dependency, type): (defer, ensures execution even if terminated, goroutine)']"
"Once a channel is closed, you can't send further values on it else it panics","['Limitation: (channel, imposes restriction causing, panic)']","['(type, Limitation, func): (channel, imposes restriction causing, panic)']"
"In your example 2, escape analysis would show the pointer to the struct escaping and so the compiler would have to allocate the struct",,[]
That technically makes the answer to all of your questions implementation dependent,,[]
" In some cases the compiler follows rigid rules (like ""new always allocates on the heap"") and in others the compiler does ""escape analysis"" to decide if an object can live on the stack or if it must be allocated on the heap.",,[]
"And since it runs in the main goroutine, the program will not exit until all the values are properly received and processed from the channel","['Dependency: (goroutine, relies on, channel)']","['(type, Dependency, type): (goroutine, relies on, channel)']"
" Everything in Go is passed by value, there is no pass by reference",,[]
 What's the point of pointers?  Consider the following modification of your example:,,[]
"Note that it's important that receiver(ch) runs in the main goroutine, and the code what waits for the WaitGroup and closes the channel in its own (non-main) goroutine; and not the other way around","['Limitation: (WaitGroup, wait for and close, channel)']","['(type, Limitation, type): (WaitGroup, wait for and close, channel)']"
Don't worry that myFunction1 output here is different than in peterSO's (excellent) answer,,[]
See related question: What is the difference between reflect.ValueOf() and Value.Elem() in go?,"['Difference: (reflect.ValueOf(), distinct in behavior, Value.Elem())']","['(func, Difference, func): (reflect.ValueOf(), distinct in behavior, Value.Elem())']"
"So if waiting and closing the channel would be in the main goroutine, after closing the channel the program could exit at any moment, not waiting for the other goroutine that in this case would loop to receive values from the channel.","['Collaboration: (channel, loop to receive values from, goroutine)']","['(type, Collaboration, type): (channel, loop to receive values from, goroutine)']"
" The call to runtime.new is gone, which in some cases would be a good thing",,[]
"Still no call to runtime.new, and yes it really works to return an 8MB object by value",,[]
" There are some good blog posts on the subject, but here are some specific examples.",,[]
 The point of a pointer here would be to avoid pushing around 8MB objects.,,[]
"Basically whatever value you pass to reflect.TypeOf(), if it's not already an interface value, it will be wrapped in an interface{} implicitly","['Conversion: (reflect.TypeOf(), implicitly wrapped into, interface{})']","['(func, Conversion, type): (reflect.TypeOf(), implicitly wrapped into, interface{})']"
"In the first case (h handler) it is a value type, in the second (s *GracefulServer) it is a pointer","['Difference: (handler, value type, GracefulServer)']","['(type, Difference, type): (handler, value type, GracefulServer)']"
This method creates a file called go.mod in your projects directory,,[]
"Edit 1: While my old way works it's not longer the ""correct"" way to do it",,[]
"Thus, the returned
  slice may refer to a different underlying array.","['Difference: (slice, refer to a different underlying, array)']","['(type, Difference, type): (slice, refer to a different underlying, array)']"
"You basically add your ""external"" or ""dependent"" packages within a vendor directory; upon compilation the compiler will use these packages first.",,[]
Edit 2: The vendoring method is still valid and works without issue,,[]
