Text,Label1,Label2,Relations
The Math.log10 method works like the Math.log() method except is uses 10 as is base for calculating the logarithm instead of e (Euler's Number).,"(Math.log10, similar with, Math.log)","(Math.log10, similar, Math.log)","(Math.log10, similar with, Math.log)"
The ReentrantLock getQueueLength() method returns the number of threads waiting to lock the Lock.,,,
Fields are class member variables - either static or instance variables.,,,
"Both threads execute the run() method, and thus sets different values on the ThreadLocal instance.","(run(), execute, threadlocal)","(run(), execute, threadlocal)","(run(), execute, threadlocal)"
"Please note, that the method tryLock() (covered later in this Java Lock tutorial) with no parameters does not respect the fairness mode of the ReentrantLock.","(trylock(), does not respect the fairness mode of, reentrantlock)","(trylock(), does not respect the fairness mode of, reentrantlock)","(trylock(), does not respect the fairness mode of, reentrantlock)"
"To remove an element from a SortedSet you call its remove() method, passing the element to remove as parameter.","(sortedset, remove, remove())","(sortedset, call remove() on, remove())","(sortedset, remove, remove())"
The submit() method returns a Java Future object which can be used to check when the Runnable has completed.,"(submit(), returns, future)","(submit(), returns, future)","(submit(), returns, future)"
Not all methods in an abstract class have to be abstract methods.,,,
Notice how the execute() method will throw an IllegalStateException if execute() is called after stop() has been called.,"(execute(), throw, illegalstateexception); (execute(), called after, stop)","(execute(), throw, illegalstateexception); (execute(), called after, stop)","(execute(), throw, illegalstateexception); (execute(), called after, stop)"
"In the example above, the Iterator next() method returns an Object - and so does the get() method.","(iterator.next(), returns, get())","(iterator.next(), returns, get())","(iterator.next(), returns, get())"
Instances of this class are used together with UDP DatagramSockets and normal Socket's and ServerSocket's.,,,
"By walking through all directories and deleting all files (inside visitFile()) in each directory, and afterwards delete the directory itself (inside postVisitDirectory()) you can delete a directory with all subdirectories and files.","(visitfile(), delete files, postvisitdirectory())","(visitfile(), delete files, postvisitdirectory())","(visitfile(), delete files, postvisitdirectory())"
Here is how providing a Supplier implementation as a lambda expression to withInitial() looks:,"(supplier, implementation, withinitial())","(supplier, implementation, withinitial())","(supplier, implementation, withinitial())"
You typically read data from an InputStream by calling the read() method.,"(inputstream, read, read())","(inputstream, read, read())","(inputstream, read, read())"
The BufferedWriter adds one extra method though: The newLine() method which can write a new-line character to the underlying Writer.,"(bufferedwriter, adds, newline())","(bufferedwriter, adds, newline())","(bufferedwriter, adds, newline())"
But calling the close() method has no effect on the ByteArrayOutputStream.,"(close(), has no effect on, bytearrayoutputstream)","(close(), has no effect on, bytearrayoutputstream)","(close(), has no effect on, bytearrayoutputstream)"
The Java Matcher class (java.util.regex.Matcher) is used to search through a text for multiple occurrences of a regular expression.,,,
"Using the InputStream you can load the file into a Java Properties instance, using either the load() or loadFromXML() methods explained earlier in this Java Properties tutorial.","(inputstream, load into, properties); (load, equivalence, loadfromxml)","(inputstream, load into, properties); (load, equivalence, loadfromxml)","(inputstream, load into, properties); (load, equivalence, loadfromxml)"
The format() and printf() methods allow you to mix text and data in very advanced ways using a formatting string,"(format(), similarity, printf())","(format(), similarity, printf())","(format(), similarity, printf())"
Each thread executing the someMethod() method will create its own LocalObject instance and assign it to the localObject reference.,"(somemethod(), creates, localobject)","(somemethod(), creates, localobject)","(somemethod(), creates, localobject)"
"In Mr. Persister we could add a ConnectionOpenException, QueryException, UpdateException, CommitException, and ConnectionCloseException as subclasses of PersistenceException.","(persistenceexception, includes, connectionopenexception); (persistenceexception, includes, queryexception); (persistenceexception, includes, updateexception); (persistenceexception, includes, commitexception); (persistenceexception, includes, connectioncloseexception)","(persistenceexception, contains, connectionopenexception); (persistenceexception, contains, queryexception); (persistenceexception, contains, updateexception); (persistenceexception, contains, commitexception); (persistenceexception, contains, connectioncloseexception)","(persistenceexception, includes, connectionopenexception); (persistenceexception, includes, queryexception); (persistenceexception, includes, updateexception); (persistenceexception, includes, commitexception); (persistenceexception, includes, connectioncloseexception)"
A thread that calls wait() on any object becomes inactive until another thread calls notify() on that object.,"(wait(), depends on, notify())","(wait(), depends on, notify())","(wait(), depends on, notify())"
Here is an example of skipping over a number of bytes using the ByteArrayInputStream skip() method:,,,
In order to calculate a message digest of some data you call the update() or digest() method.,"(update(), relies on, digest())","(update(), relies on, digest())","(update(), relies on, digest())"
"The Map merge() method takes a key, a value, and a lambda expression implementing the BiFunction interface as parameters.","(merge(), takes, BiFunction)","(merge(), takes, BiFunction)","(merge(), takes, BiFunction)"
The methods Class.getField(String name) and Class.getFields() methods only return public fields so they wont work,"(class.getfield, similarity, class.getfields)","(class.getfield, similarity, class.getfields)","(class.getfield, similarity, class.getfields)"
To configure the Maven Surefire plugin to enable Java preview features you need the following configuration in your Maven POM file - in the <build><plugins>...</plugins></build> section:,,,
Personally I prefer to locate the square brackets [] after the data type (e.g.,,,
"In the example above, the anyMatch() method call will return true, because the first string element in the stream starts with ""One"".",,,
Imagine that the FairLock instance is locked when a thread calls lock().,,,
When checking for tables with similar names to the class to map only the class name itself is used.,,,
You can read about them in the JavaDoc for the DateTimeFormatter class.,,,
In order to use a java.nio.file.Path instance you must create a Path instance.,"(java.nio.file.Path, depends on, Path)","(java.nio.file.Path, depends on, Path)","(java.nio.file.Path, depends on, Path)"
"Second, the example calls the apply() method on the AddThree instance.","(apply(), called on, AddThree)","(apply(), called on, AddThree)","(apply(), called on, AddThree)"
Here is an example of reading a Java Boolean object using the RionReader readBooleanObj() method:,"(Boolean, read by, readBooleanObj)","(Boolean, read by, readBooleanObj)","(Boolean, read by, readBooleanObj)"
"The batch size can thus vary from 1 to a maximum upper limit set by the system, e.g.",,,
"The reason a call to doFinal() is needed for the last block of data is, that some encryption algorithms need to pad the the data to fit a certain cipher block size (e.g.",,,
The Java Stream flatMap() methods maps a single element into multiple elements.,,,
"But if some implementing classes are located in client code of the API (the code that uses the API), then that code breaks.",,,
The Logger class has a few more methods that I haven't covered here.,,,
"The ObjectMapper mapper breaks the class name into words, based on the uppercase letters and numbers in the class name.",,,
"Creating an object of a certain class is also called ""instantiating"" an object.",,,
The incrementAndGet() method increments (adds 1) to the value of a given element and returns the new value of that element.,,,
"This Function implementation implements the apply() method so it takes a Long as parameter, and returns a Long.",,,
Calling addAndGet() is also an atomic operation (like all operations on the AtomicLongArray).,"(addandget(), like, atomiclongarray)","(addandget(), like, atomiclongarray)","(addandget(), like, atomiclongarray)"
When the process() method of the subclass is called the full process is executed including the stepBefore() and stepAfter() of the abstract superclass and the action() method of the subclass,"(process(), executes, stepbefore()); (process(), executes, stepafter()); (process(), executes, action())","(process(), executes, stepbefore()); (process(), executes, stepafter()); (process(), executes, action())","(process(), executes, stepbefore()); (process(), executes, stepafter()); (process(), executes, action())"
"The purpose of this tutorial is to try to give you an overview of how all these classes are grouped, and the purpose behind them, so you don't have to wonder whether you chose the right class, or whether a class already exists for your purpose.",,,
"If the factory produced cars, then the blueprint / design manual of the cars to produce corresponds to a Java class, and the physical cars produced corresponds to Java objects.",,,
"In Java, all instructions (code) have to be located inside a Java class.",,,
An entry in the ZipFile has the relative path ../../../../etc/hosts .,,,
Here is how you read the init parameters from inside your servlet - in the servlets init() method:,,,
Here is an example of creating a JDBC DatabaseMetaData object via the JDBC Connection getMetaData() method:,"(DatabaseMetaData, created by, getMetaData())","(DatabaseMetaData, created by, getMetaData())","(DatabaseMetaData, created by, getMetaData())"
"Since Path instances may or may not point to paths that exist in the file system, you can use the Files.exists() method to determine if they do (in case you need to check that).","(Path, depends on, Files.exists())","(Path, depends on, Files.exists())","(Path, depends on, Files.exists())"
"But now you can check via the mock if the DAO uses the connection properly, for instance if the connection.close() is called (or NOT called), if you expected that.",,,
"You can set the column widths using the setWidths() method, like this:",,,
"Had the NumberFormat instance been created using a UK Locale instance, the number had been parsed to 10000, because the comma would have been interpreted as a integer separator (e.g.","(numberformat, created using, UK locale)","(numberformat, created using, UK locale)","(numberformat, created using, UK locale)"
To use the StreamStorageFS class you must first create a StreamStorageFS instance.,"(streamstoragefs, create, streamstoragefs)","(streamstoragefs, create, streamstoragefs)","(streamstoragefs, create, streamstoragefs)"
By calling either the include() or forward() method the servlet container activates whatever Servlet is mapped to the URL the RequestDispatcher.,"(include(), activates, forward)","(include(), activates, forward)","(include(), activates, forward)"
"When the process() method of the subclass is called, the full process is executed, including the stepBefore() and stepAfter() of the abstract superclass, and the action() method of the subclass.","(process(), executed, stepbefore()); (process(), executed, stepafter()); (process(), executed, action())","(process(), executed, stepbefore()); (process(), executed, stepafter()); (process(), executed, action())","(process(), executed, stepbefore()); (process(), executed, stepafter()); (process(), executed, action())"
"The time field in the Clock class has no access modifier, which means that it is implicitly assigned the default / package access modifier.",,,
The Java instanceof operator also works when comparing an object against an interface instead of a class.,,,
The size() method of the FileChannel object returns the file size of the file the channel is connected to.,"(FileChannel, has method, size())","(FileChannel, contains, size())","(FileChannel, has method, size())"
"The constructors are the two methods that have the same name as the class, and which have no return type specified.",,,
"If the subclass tries to access the field, it will access the field in the subclass.",,,
Here is an example of reading a RION Int64 field into a Java Long object using the RionReader readInt64Obj() method:,,,
"For instance, if a file already exists at the destination path, and you have left out the StandardCopyOption.REPLACE_EXISTING option, or if the file to move does not exist etc.",,,
"Notice, that a BufferedReader is a Reader subclass and can be used in any place where an Reader can be used.","(BufferedReader, is a subclass of, Reader)","(BufferedReader, is a subclass of, Reader)","(BufferedReader, is a subclass of, Reader)"
The toString() method returns a string value of the name of the given enum instance.,"(toString, returns, string)","(toString, returns, string)","(toString, returns, string)"
